phone_id,msisdn,operator,circle,subscriber_person_id,subscriber_name_on_record,kyc_status,activation_date,deactivation_date,is_burner,imsi
PH002386,9452478391,MTNL,Delhi,P000863,Lalthanga Momin,VERIFIED,2024-04-30,,0,404081392791970
PH002387,9387973187,BSNL,Delhi,P000863,ADDRESS INCOMPLETE,BULK_ISSUED,2020-04-15,,1,404025119817630
PH002388,7856573057,MTNL,Delhi,P000863,NOT AVAILABLE,FORGED_KYC,2021-06-08,2022-07-03,1,404075507272645
PH002389,9955632240,Airtel,Manipur,P000864,Rambabu Goud,VERIFIED,2020-03-28,,0,404051632463048
PH002390,9100526690,Airtel,West Bengal,P000865,Padma Yadav,VERIFIED,2024-10-14,,0,404009501874460
PH002391,8646964592,MTNL,West Bengal,P000865,ADDRESS INCOMPLETE,BULK_ISSUED,2024-10-09,2024-11-27,1,404028111683447
PH002392,9258556531,Jio,West Bengal,P000865,NOT AVAILABLE,BULK_ISSUED,2025-10-03,2025-11-19,1,404033504438638
PH002393,7733892181,BSNL,Andhra Pradesh,P000866,Chinnadurai Annadurai,VERIFIED,2021-08-21,,0,404054602931442
PH002394,7805952035,Jio,Andhra Pradesh,P000866,Chinnadurai Annadurai,VERIFIED,2021-11-01,,0,404024720938317
PH002395,8715331808,MTNL,Tamil Nadu,P000867,Lekhraj Bhardwaj,VERIFIED,2021-12-13,,0,404006307493408
PH002396,7907563947,Vi,Tamil Nadu,P000867,Lekhraj Bhardwaj,VERIFIED,2019-01-31,,0,404068389459738
PH002397,8161965263,Airtel,Tamil Nadu,P000867,ADDRESS INCOMPLETE,BULK_ISSUED,2018-01-15,2018-05-29,1,404011027865798
PH002398,8308085603,Vi,Tamil Nadu,P000867,NOT AVAILABLE,BULK_ISSUED,2020-11-25,,1,404067368167179
PH002399,7144033937,Vi,West Bengal,P000868,Satish Maurya,VERIFIED,2018-10-29,,0,404068238319834
PH002400,7568754095,MTNL,West Bengal,P000868,Satish Maurya,VERIFIED,2023-07-23,,0,404096617923353
PH002401,8453028835,Jio,West Bengal,P000868,Prakash Pandey,FORGED_KYC,2018-01-21,,1,404026007796666
PH002402,7918271556,Vi,Andhra Pradesh,P000869,Selvam Subramanian,VERIFIED,2018-04-01,,0,404092938053443
PH002403,9212588138,Airtel,Andhra Pradesh,P000869,ADDRESS INCOMPLETE,UNVERIFIED,2019-02-25,2020-03-18,1,404029056550406
PH002404,7133631316,Vi,Andhra Pradesh,P000869,Selvam Subramanian,VERIFIED,2019-01-30,,0,404019493365920
PH002405,8664550567,MTNL,Andhra Pradesh,P000869,ADDRESS INCOMPLETE,FORGED_KYC,2022-02-13,,1,404036257733752
PH002406,9447246318,Vi,West Bengal,P000870,Mariappan Pandian,VERIFIED,2024-06-04,,0,404018054871335
PH002407,9308686604,BSNL,West Bengal,P000871,Temjen Momin,VERIFIED,2022-01-20,,0,404068936629748
PH002408,9733856065,Airtel,Tamil Nadu,P000872,Bikram Jamir,VERIFIED,2022-05-08,,0,404069231913108
PH002409,9045645615,BSNL,Tamil Nadu,P000872,ADDRESS INCOMPLETE,BULK_ISSUED,2019-09-16,2020-09-10,1,404074507862287
PH002410,9270937789,MTNL,Tamil Nadu,P000872,NOT AVAILABLE,FORGED_KYC,2021-09-30,,1,404033549706002
PH002411,9932535473,Jio,Tamil Nadu,P000873,Bikram Basumatary,VERIFIED,2018-03-28,,0,404048031673857
PH002412,9431112480,Vi,Tamil Nadu,P000873,Bikram Basumatary,VERIFIED,2021-01-08,,0,404071185436686
PH002413,9078183011,BSNL,Assam,P000874,Ramulu Nallamothu,VERIFIED,2020-01-01,,0,404090160554575
PH002414,8024426439,MTNL,Delhi,P000875,Yumnam Rabha,VERIFIED,2018-03-15,,0,404052811454308
PH002415,8359658165,Jio,Delhi,P000875,NOT AVAILABLE,FORGED_KYC,2024-12-18,2025-06-24,1,404019623216979
PH002416,8934258136,BSNL,Madhya Pradesh,P000876,Krishnaiah Goud,VERIFIED,2020-05-14,,0,404052124101002
PH002417,9907880731,BSNL,Madhya Pradesh,P000876,Narsimha Naidu,UNVERIFIED,2022-05-27,,1,404003793537128
PH002418,8479253565,Jio,Madhya Pradesh,P000876,Krishnaiah Goud,VERIFIED,2024-08-18,,0,404091036880882
PH002419,8632300400,Airtel,Madhya Pradesh,P000876,Krishnaiah Goud,VERIFIED,2019-02-20,,0,404022062372408
PH002420,7618059564,BSNL,West Bengal,P000877,Palanisamy Annadurai,VERIFIED,2022-09-05,,0,404018573440401
PH002421,9843039285,BSNL,West Bengal,P000878,Srinivas Bandari,VERIFIED,2021-12-21,,0,404021576938531
PH002422,8620174055,MTNL,West Bengal,P000878,Mallesh Varma,UNVERIFIED,2020-03-17,,1,404044955079731
PH002423,7488580708,Airtel,West Bengal,P000878,Kondaiah Mudiraj,UNVERIFIED,2022-05-21,2023-03-09,1,404006198724261
PH002424,9411792480,BSNL,West Bengal,P000878,NOT AVAILABLE,BULK_ISSUED,2021-08-24,2022-08-13,1,404038082464131
PH002425,7402868725,MTNL,Assam,P000879,Velu Annadurai,VERIFIED,2018-03-09,,0,404054428525023
PH002426,9353413418,MTNL,Assam,P000879,NOT AVAILABLE,FORGED_KYC,2021-01-27,2021-11-04,1,404089428337526
PH002427,9379067975,Airtel,Assam,P000879,Karthik Nadar,FORGED_KYC,2018-01-07,2018-10-03,1,404036132310824
PH002428,8907380660,Jio,Assam,P000879,Velu Annadurai,VERIFIED,2026-05-16,,0,404003201734690
PH002429,9827317516,Jio,Assam,P000879,Velu Annadurai,VERIFIED,2018-05-12,,0,404076694969614
PH002430,8482347630,Vi,Andhra Pradesh,P000880,Murugan Annadurai,VERIFIED,2025-10-07,,0,404012335708232
PH002431,9365828859,BSNL,Andhra Pradesh,P000880,NOT AVAILABLE,UNVERIFIED,2021-10-31,2022-06-29,1,404022776841326
PH002432,7210855306,Airtel,Andhra Pradesh,P000880,Ilango Pandian,FORGED_KYC,2022-01-24,2022-09-05,1,404058666064630
PH002433,8816201292,Vi,Andhra Pradesh,P000880,NOT AVAILABLE,UNVERIFIED,2018-04-01,2019-02-09,1,404036109019003
PH002434,9209078899,MTNL,Tamil Nadu,P000881,Rajitha Naidu,VERIFIED,2024-05-08,,0,404004227164075
PH002435,7596668622,Jio,Tamil Nadu,P000881,NOT AVAILABLE,UNVERIFIED,2021-07-23,2022-06-03,1,404030578641970
PH002436,9741827621,BSNL,Tamil Nadu,P000881,NOT AVAILABLE,UNVERIFIED,2024-01-23,,1,404091109713331
PH002437,8495481024,Airtel,Tamil Nadu,P000881,Ramulu Yadav,UNVERIFIED,2020-06-16,2021-01-18,1,404056297994256
PH002438,8162632229,MTNL,Madhya Pradesh,P000882,Lekhraj Baghel,VERIFIED,2018-10-07,,0,404033968319159
PH002439,9523923801,BSNL,Haryana,P000883,Ravi Poojary,VERIFIED,2022-07-19,,0,404027959240897
PH002440,9914663445,Vi,Haryana,P000883,ADDRESS INCOMPLETE,UNVERIFIED,2023-12-31,2024-03-03,1,404052288850753
PH002441,8156380151,BSNL,Manipur,P000884,Wasim Mansuri,VERIFIED,2023-09-07,,0,404067316821194
PH002442,9283996004,Vi,Manipur,P000884,ADDRESS INCOMPLETE,FORGED_KYC,2019-11-18,,1,404011072570621
PH002443,9124687654,Vi,Manipur,P000884,Haroon Alam,UNVERIFIED,2022-06-23,,1,404007449932516
PH002444,7619463300,BSNL,Chhattisgarh,P000885,Nepal Halder,VERIFIED,2026-03-27,,0,404051448718794
PH002445,9774621080,Airtel,Chhattisgarh,P000885,Nepal Halder,VERIFIED,2025-12-06,,0,404067458781557
PH002446,7260418755,Airtel,Chhattisgarh,P000885,Palash Barman,UNVERIFIED,2024-03-10,,1,404090896790047
PH002447,8710106960,Vi,Assam,P000886,Rachhpal Grewal,VERIFIED,2025-12-12,,0,404006122558445
PH002448,9659038435,Airtel,Assam,P000886,Rachhpal Grewal,VERIFIED,2019-12-08,,0,404078559172974
PH002449,9365000171,BSNL,Assam,P000886,Rachhpal Grewal,VERIFIED,2018-08-06,,0,404054997939065
PH002450,8720617207,Airtel,Maharashtra,P000887,Anoop Kartha,VERIFIED,2020-01-28,,0,404003570463441
PH002451,9406456549,Airtel,Maharashtra,P000887,Sajeev Varghese,UNVERIFIED,2021-03-26,,1,404031561122352
PH002452,7048604249,Airtel,Maharashtra,P000887,Anoop Kartha,VERIFIED,2019-07-25,,0,404024547791748
PH002453,7749886179,Vi,Maharashtra,P000887,NOT AVAILABLE,BULK_ISSUED,2021-06-15,2021-10-01,1,404045729977105
PH002454,8944568164,Airtel,Andhra Pradesh,P000888,Balwinder Dhaliwal,VERIFIED,2025-03-03,,0,404006452297125
PH002455,9179863847,MTNL,Andhra Pradesh,P000888,NOT AVAILABLE,BULK_ISSUED,2020-07-28,,1,404049185057393
PH002456,8506559252,BSNL,Andhra Pradesh,P000888,ADDRESS INCOMPLETE,UNVERIFIED,2020-02-23,,1,404094388046164
PH002457,7130793094,Airtel,Andhra Pradesh,P000888,Balwinder Dhaliwal,VERIFIED,2019-11-30,,0,404002997169930
PH002458,9340462851,Jio,Haryana,P000889,Shubhangi Naik,VERIFIED,2024-04-21,,0,404012152220340
PH002459,8188257128,MTNL,Haryana,P000889,Bhaskar Rane,FORGED_KYC,2024-06-21,,1,404040519947876
PH002460,8588602416,BSNL,Andhra Pradesh,P000890,Vishal Bhosale,VERIFIED,2020-04-14,,0,404098052772805
PH002461,8123398794,MTNL,Andhra Pradesh,P000890,Vishal Bhosale,VERIFIED,2023-08-14,,0,404006692889543
PH002462,9227821230,Airtel,Goa,P000891,Hariom Nishad,VERIFIED,2022-06-25,,0,404086491465093
PH002463,7724468903,Vi,Goa,P000891,Hariom Nishad,VERIFIED,2019-09-24,,0,404061884494180
PH002464,7720405635,BSNL,Goa,P000891,Hariom Nishad,VERIFIED,2025-09-04,,0,404021837947090
PH002465,9986220065,MTNL,Goa,P000891,Hariom Nishad,VERIFIED,2018-06-26,,0,404019725960728
PH002466,7782335074,Jio,Gujarat,P000892,Rakesh Solanki,VERIFIED,2023-06-21,,0,404087492349310
PH002467,8486890326,Airtel,Gujarat,P000892,Rakesh Solanki,VERIFIED,2022-09-27,,0,404086042362512
PH002468,7746850178,Jio,Gujarat,P000892,Rakesh Solanki,VERIFIED,2023-08-02,,0,404010266594813
PH002469,9882460814,Vi,Gujarat,P000892,Rakesh Solanki,VERIFIED,2023-04-15,,0,404096819916512
PH002470,7906201015,Airtel,Rajasthan,P000893,Imran Qureshi,VERIFIED,2025-07-24,,0,404045533524745
PH002471,9941639092,Vi,Rajasthan,P000893,Imran Qureshi,VERIFIED,2023-04-18,,0,404000247142235
PH002472,7890680619,Airtel,Rajasthan,P000893,Imran Qureshi,VERIFIED,2024-05-03,,0,404087373416945
PH002473,8589174553,Airtel,Kerala,P000894,Aslam Baig,VERIFIED,2021-10-06,,0,404041987047950
PH002474,9793450650,Airtel,Kerala,P000894,ADDRESS INCOMPLETE,FORGED_KYC,2024-09-03,2025-02-09,1,404084386650286
PH002475,8031707319,MTNL,Kerala,P000894,ADDRESS INCOMPLETE,BULK_ISSUED,2025-07-10,2026-02-17,1,404035057006935
PH002476,7751240154,Jio,Tamil Nadu,P000895,Palash Ghosh,VERIFIED,2019-11-30,,0,404044662734084
PH002477,8139556309,Vi,Tamil Nadu,P000895,Nirmal Pal,FORGED_KYC,2019-06-25,,1,404041086189023
PH002478,9038647954,BSNL,Chhattisgarh,P000896,Aslam Khan,VERIFIED,2026-01-06,,0,404022573962636
PH002479,7070667487,Jio,Chhattisgarh,P000896,NOT AVAILABLE,UNVERIFIED,2025-04-25,2026-03-16,1,404055849845498
PH002480,8552551818,Jio,Chhattisgarh,P000896,Aslam Khan,VERIFIED,2018-11-19,,0,404054279463084
PH002481,9911002471,Jio,Jharkhand,P000897,Pramod Baghel,VERIFIED,2026-02-21,,0,404079711136738
PH002482,8417452595,Jio,Jharkhand,P000897,NOT AVAILABLE,UNVERIFIED,2022-11-02,,1,404099061124670
PH002483,7408665925,Vi,West Bengal,P000898,Ashok Kashyap,VERIFIED,2023-01-08,,0,404007174284281
PH002484,7716803287,BSNL,West Bengal,P000898,Ashok Kashyap,VERIFIED,2021-02-14,,0,404031403126667
PH002485,8300966699,Jio,West Bengal,P000898,ADDRESS INCOMPLETE,BULK_ISSUED,2018-06-13,,1,404043447894537
PH002486,9160677898,MTNL,West Bengal,P000898,ADDRESS INCOMPLETE,BULK_ISSUED,2018-12-04,,1,404092905978461
PH002487,8075489470,Vi,Rajasthan,P000899,Pradeep Pandey,VERIFIED,2022-05-05,,0,404007939399996
PH002488,9244892130,BSNL,Rajasthan,P000899,Pradeep Pandey,VERIFIED,2021-06-06,,0,404056047482814
PH002489,9630315226,Jio,Rajasthan,P000899,ADDRESS INCOMPLETE,FORGED_KYC,2020-03-31,,1,404077286663437
PH002490,9023338895,Vi,Kerala,P000900,Sagar Bhosale,VERIFIED,2020-11-09,,0,404024110054964
PH002491,9913238790,Airtel,Madhya Pradesh,P000901,Yogesh Rane,VERIFIED,2021-02-26,,0,404044388645780
PH002492,9025936980,BSNL,Madhya Pradesh,P000901,Yogesh Rane,VERIFIED,2020-11-30,,0,404029786206667
PH002493,7615644922,BSNL,Madhya Pradesh,P000901,ADDRESS INCOMPLETE,FORGED_KYC,2020-10-22,2020-12-01,1,404061825018122
PH002494,9811162497,MTNL,Madhya Pradesh,P000901,Yogesh Rane,VERIFIED,2023-11-23,,0,404052430430380
PH002495,9212163533,Vi,Madhya Pradesh,P000901,Yogesh Rane,VERIFIED,2025-09-27,,0,404027168713199
PH002496,9186649499,Vi,Madhya Pradesh,P000902,Manjunath Desai,VERIFIED,2019-04-06,,0,404034084183499
PH002497,7068022409,Vi,Odisha,P000903,Lekhraj Srivastava,VERIFIED,2025-11-02,,0,404012058760219
PH002498,8888383437,Vi,Odisha,P000903,Lekhraj Srivastava,VERIFIED,2025-02-23,,0,404097906924822
PH002499,9956349726,MTNL,Uttarakhand,P000904,Bhagaban Patra,VERIFIED,2020-03-09,,0,404052791673906
PH002500,9800449536,Airtel,Uttarakhand,P000904,NOT AVAILABLE,BULK_ISSUED,2023-10-10,2024-05-17,1,404007480167995
PH002501,8933804077,Airtel,Uttarakhand,P000904,NOT AVAILABLE,UNVERIFIED,2020-05-31,2021-03-18,1,404031937395556
PH002502,8569067488,Airtel,Bihar,P000905,Amarjit Kang,VERIFIED,2020-04-03,,0,404026145218919
PH002503,7549095960,Airtel,Delhi,P000906,Palanisamy Gounder,VERIFIED,2024-09-11,,0,404080867400157
PH002504,9730850353,MTNL,Bihar,P000907,Ashim Gayen,VERIFIED,2021-07-29,,0,404041410479610
PH002505,8044852068,Vi,Bihar,P000907,Bikash Mondal,FORGED_KYC,2024-08-23,,1,404008924950762
PH002506,9229247242,Jio,Gujarat,P000908,Harpreet Sidhu,VERIFIED,2020-01-10,,0,404006991089345
PH002507,7425865608,BSNL,Gujarat,P000908,ADDRESS INCOMPLETE,UNVERIFIED,2023-06-20,,1,404003610512672
PH002508,8357337135,Jio,Gujarat,P000908,Karamjit Mann,BULK_ISSUED,2025-11-02,2025-12-15,1,404047648313066
PH002509,8861958249,BSNL,Gujarat,P000908,ADDRESS INCOMPLETE,BULK_ISSUED,2025-07-13,2025-08-12,1,404070009905232
PH002510,7029602755,Vi,Punjab,P000909,Balwinder Sidhu,VERIFIED,2026-04-27,,0,404089735769919
PH002511,8268484210,Vi,Chhattisgarh,P000910,Ranjan Sardar,VERIFIED,2025-11-20,,0,404088554617008
PH002512,7893100062,Airtel,Chhattisgarh,P000910,Ranjan Sardar,VERIFIED,2024-08-30,,0,404095948894461
PH002513,8232761507,Airtel,Chhattisgarh,P000910,NOT AVAILABLE,BULK_ISSUED,2020-02-14,2020-03-08,1,404054035735879
PH002514,9072651097,MTNL,Odisha,P000911,Pradeep Maurya,VERIFIED,2026-06-10,,0,404088038750132
PH002515,9447538433,Airtel,Odisha,P000911,Pradeep Maurya,VERIFIED,2021-06-29,,0,404041602518510
PH002516,9626861864,BSNL,Odisha,P000911,Mukesh Dubey,FORGED_KYC,2024-10-21,,1,404089284872551
PH002517,7675360577,MTNL,Delhi,P000912,Ajay Jaiswal,VERIFIED,2019-06-17,,0,404037632015599
PH002518,9091732543,Airtel,Delhi,P000912,ADDRESS INCOMPLETE,UNVERIFIED,2022-08-08,,1,404056700786211
PH002519,9343128700,Airtel,Odisha,P000913,Sandip Bhoir,VERIFIED,2023-03-31,,0,404036988926920
PH002520,7382021317,Vi,Jharkhand,P000914,Shivanna Angadi,VERIFIED,2023-03-04,,0,404098531643490
PH002521,7242187879,Vi,Jharkhand,P000914,ADDRESS INCOMPLETE,UNVERIFIED,2020-05-20,2020-12-15,1,404096195702579
PH002522,7573352948,Vi,Maharashtra,P000915,Ibrahim Qureshi,VERIFIED,2019-06-26,,0,404009402399720
PH002523,7509932021,BSNL,Maharashtra,P000915,Nadeem Saifi,BULK_ISSUED,2019-09-13,,1,404088629660905
PH002524,8978469239,Jio,Maharashtra,P000915,Aslam Sheikh,FORGED_KYC,2023-06-23,,1,404080511745991
PH002525,9511129253,Jio,Maharashtra,P000916,Anil Gupta,VERIFIED,2023-12-03,,0,404021355825480
PH002526,9834123194,MTNL,Maharashtra,P000916,ADDRESS INCOMPLETE,BULK_ISSUED,2025-02-27,,1,404024742024047
PH002527,8978181436,Jio,Punjab,P000917,Gurpreet Mann,VERIFIED,2018-10-28,,0,404063501916171
PH002528,9367354547,BSNL,Punjab,P000917,Gurpreet Mann,VERIFIED,2024-03-13,,0,404033399049789
PH002529,9158363234,MTNL,Uttarakhand,P000918,Deepak Awasthi,VERIFIED,2020-01-19,,0,404056188029445
PH002530,9822823247,Jio,Uttarakhand,P000918,Sandeep Gupta,FORGED_KYC,2024-02-03,2024-10-27,1,404059873172600
PH002531,8022077887,MTNL,Uttarakhand,P000918,Kuldeep Singh,BULK_ISSUED,2022-11-27,2023-02-09,1,404018810834013
PH002532,9499854215,Jio,Assam,P000919,Sreenivasan Achari,VERIFIED,2023-01-19,,0,404013914961274
PH002533,7800247129,BSNL,Manipur,P000920,Aruna Yadav,VERIFIED,2020-09-08,,0,404087045751746
PH002534,8700126236,Airtel,Manipur,P000920,Chandra Shekar Varma,FORGED_KYC,2023-09-24,,1,404051253445288
PH002535,7205766381,Airtel,Jharkhand,P000921,Reshma Rahman,VERIFIED,2025-07-06,,0,404094305578293
PH002536,7608916548,Vi,Madhya Pradesh,P000922,Jignesh Parmar,VERIFIED,2025-09-12,,0,404056540381653
PH002537,7752654920,Vi,Madhya Pradesh,P000922,Bharat Vaghela,FORGED_KYC,2026-03-31,,1,404037452717121
PH002538,8879980744,Vi,Maharashtra,P000923,Sarfaraz Farooqui,VERIFIED,2018-06-17,,0,404085819661835
PH002539,9019999729,Jio,Maharashtra,P000923,ADDRESS INCOMPLETE,BULK_ISSUED,2022-04-08,2022-12-29,1,404042944105560
PH002540,7533310956,Airtel,Maharashtra,P000923,Sarfaraz Farooqui,VERIFIED,2026-02-22,,0,404058122589789
PH002541,7400072620,MTNL,Tamil Nadu,P000924,Aarti Waghmare,VERIFIED,2024-06-13,,0,404086182069446
PH002542,7807583352,BSNL,Tamil Nadu,P000924,NOT AVAILABLE,BULK_ISSUED,2026-02-18,,1,404014906323753
PH002543,8392832759,Airtel,Tamil Nadu,P000924,Aarti Waghmare,VERIFIED,2023-12-09,,0,404085203723107
PH002544,8298825752,Airtel,Haryana,P000925,Sachin Naik,VERIFIED,2024-12-11,,0,404038659688364
PH002545,9172628228,BSNL,Haryana,P000925,Sachin Naik,VERIFIED,2025-08-19,,0,404057195929007
PH002546,7500038867,Vi,Haryana,P000925,Sandip More,FORGED_KYC,2023-03-17,2023-06-30,1,404021308121373
PH002547,8018134410,BSNL,Haryana,P000925,Sachin Naik,VERIFIED,2023-11-18,,0,404096826567332
PH002548,9590661493,BSNL,Uttar Pradesh,P000926,Mariappan Annadurai,VERIFIED,2019-10-29,,0,404007416194179
PH002549,9671451663,Jio,Uttar Pradesh,P000926,Mariappan Annadurai,VERIFIED,2021-12-27,,0,404005492155624
PH002550,9464816031,Jio,Uttar Pradesh,P000926,ADDRESS INCOMPLETE,BULK_ISSUED,2023-06-25,2024-01-20,1,404034459185285
PH002551,9028683196,Jio,Maharashtra,P000927,Mangesh Salunkhe,VERIFIED,2023-07-25,,0,404045191850489
PH002552,8942421987,Airtel,Maharashtra,P000927,ADDRESS INCOMPLETE,UNVERIFIED,2023-06-26,2024-06-07,1,404090884636455
PH002553,8228351976,Airtel,Maharashtra,P000927,Mangesh Salunkhe,VERIFIED,2023-03-06,,0,404004672619072
PH002554,8059060640,Vi,Maharashtra,P000927,ADDRESS INCOMPLETE,BULK_ISSUED,2023-12-22,,1,404049861194470
PH002555,9989969852,Airtel,Maharashtra,P000927,Mangesh Salunkhe,VERIFIED,2026-05-08,,0,404098216234624
PH002556,9058187727,BSNL,Goa,P000928,Vijay Sengar,VERIFIED,2021-12-03,,0,404027116057255
PH002557,7403142217,Airtel,Goa,P000928,NOT AVAILABLE,UNVERIFIED,2023-01-14,2023-03-21,1,404003826581609
PH002558,9764700263,Jio,Jharkhand,P000929,Nitin Patil,VERIFIED,2023-02-05,,0,404042033243023
PH002559,8420693649,Airtel,Jharkhand,P000929,Amol Deshmukh,UNVERIFIED,2026-06-18,,1,404017636805675
PH002560,7674058491,Vi,Jharkhand,P000929,Nitin Patil,VERIFIED,2021-02-17,,0,404022902925837
PH002561,8386696882,Airtel,Tamil Nadu,P000930,Yallappa Acharya,VERIFIED,2023-02-17,,0,404075927311809
PH002562,9205128066,Jio,Jammu and Kashmir,P000931,Jagdish Sengar,VERIFIED,2020-03-10,,0,404008511133929
PH002563,8363954216,Jio,Maharashtra,P000932,Chandrabhan Baghel,VERIFIED,2018-09-07,,0,404017773752902
PH002564,7417047758,Jio,Maharashtra,P000932,Sandeep Rajput,UNVERIFIED,2020-09-18,2021-05-04,1,404037435497129
PH002565,8476057129,MTNL,Maharashtra,P000932,ADDRESS INCOMPLETE,UNVERIFIED,2025-07-16,2026-01-01,1,404073469062897
PH002566,9639378812,Airtel,Kerala,P000933,Sajid Zaidi,VERIFIED,2020-11-24,,0,404034920683465
PH002567,8301153546,Vi,Kerala,P000933,Sajid Zaidi,VERIFIED,2018-12-08,,0,404089691244373
PH002568,7844344461,BSNL,Kerala,P000933,Sajid Zaidi,VERIFIED,2025-08-08,,0,404092346677058
PH002569,8393970019,Airtel,Jharkhand,P000934,Bikash Mistry,VERIFIED,2022-05-05,,0,404059993761622
PH002570,9364657883,MTNL,Jharkhand,P000934,Bikash Mistry,VERIFIED,2024-07-31,,0,404065408403160
PH002571,7186182181,Jio,Jharkhand,P000934,Bikash Mistry,VERIFIED,2026-01-28,,0,404095139766865
PH002572,9917642044,Jio,Jharkhand,P000934,Pradip Gayen,UNVERIFIED,2018-12-02,2019-12-28,1,404097311581585
PH002573,8923232694,Airtel,Telangana,P000935,Bhanwar Charan,VERIFIED,2023-11-29,,0,404073422541451
PH002574,7073906200,Jio,Manipur,P000936,Rajesh Awasthi,VERIFIED,2019-03-22,,0,404004647159983
PH002575,9847198132,Jio,Manipur,P000936,Rajesh Awasthi,VERIFIED,2022-12-17,,0,404018054109044
PH002576,8005258289,Vi,Manipur,P000936,Rajesh Awasthi,VERIFIED,2022-10-07,,0,404095798023919
PH002577,9922330465,BSNL,Manipur,P000936,Sunil Nagar,FORGED_KYC,2021-07-10,2021-09-16,1,404074042255901
PH002578,9138859998,Vi,Odisha,P000937,Vipul Rabari,VERIFIED,2019-07-17,,0,404018733750205
PH002579,9995226843,BSNL,Odisha,P000937,Vipul Rabari,VERIFIED,2021-12-11,,0,404015536843494
PH002580,9450090860,Vi,Odisha,P000937,ADDRESS INCOMPLETE,BULK_ISSUED,2026-02-28,,1,404089158593503
PH002581,8295651402,Jio,Chhattisgarh,P000938,Shanti Tomar,VERIFIED,2019-09-07,,0,404085867059029
PH002582,7845075063,MTNL,Assam,P000939,Chandru Shetty,VERIFIED,2019-12-23,,0,404057642549964
PH002583,7963310987,Vi,Assam,P000939,Chandru Shetty,VERIFIED,2023-08-17,,0,404094846606363
PH002584,9495029155,Vi,Odisha,P000940,Mitesh Solanki,VERIFIED,2025-06-21,,0,404091390527416
PH002585,9066073981,Airtel,Odisha,P000940,Mitesh Solanki,VERIFIED,2022-07-05,,0,404091086628681
PH002586,7855597055,BSNL,Chhattisgarh,P000941,Bhagaban Mallick,VERIFIED,2019-04-29,,0,404004473170720
PH002587,8051889908,MTNL,Chhattisgarh,P000941,Bhagaban Mallick,VERIFIED,2019-04-15,,0,404070128477717
PH002588,8429496398,MTNL,Tamil Nadu,P000942,Rambabu Yadav,VERIFIED,2025-02-18,,0,404052296517414
PH002589,9509018886,MTNL,Tamil Nadu,P000942,Rambabu Yadav,VERIFIED,2023-02-28,,0,404002328946153
PH002590,8423903726,MTNL,Tamil Nadu,P000942,Rambabu Yadav,VERIFIED,2020-06-02,,0,404083610855171
PH002591,8540064411,MTNL,Tamil Nadu,P000942,Rambabu Yadav,VERIFIED,2018-01-25,,0,404078307188051
PH002592,9827916026,BSNL,Odisha,P000943,Ashfaq Farooqui,VERIFIED,2020-01-02,,0,404034790847302
PH002593,8952045670,Airtel,Odisha,P000943,Sajid Mirza,FORGED_KYC,2018-08-28,2019-06-15,1,404064413539315
PH002594,8454824122,Jio,Odisha,P000943,Ashfaq Farooqui,VERIFIED,2025-11-07,,0,404057148090973
PH002595,7388760897,Vi,West Bengal,P000944,Siddaraju Patil,VERIFIED,2026-04-07,,0,404038018901441
PH002596,7161295639,Jio,Kerala,P000945,Bhaskar Dalvi,VERIFIED,2023-03-31,,0,404083969919435
PH002597,7155412216,MTNL,Kerala,P000945,Bhaskar Dalvi,VERIFIED,2025-07-08,,0,404069362422666
PH002598,9092361062,MTNL,Kerala,P000945,Bhaskar Dalvi,VERIFIED,2020-01-27,,0,404057393795881
PH002599,8551371393,BSNL,Kerala,P000945,Bhaskar Dalvi,VERIFIED,2023-08-28,,0,404025953773180
PH002600,9114370629,Vi,Uttar Pradesh,P000946,Rajni Awasthi,VERIFIED,2024-07-20,,0,404033331867679
PH002601,9463196246,Airtel,Andhra Pradesh,P000947,Ratheesh Kurup,VERIFIED,2019-08-31,,0,404019751035894
PH002602,7328942924,Jio,Andhra Pradesh,P000947,Baiju Warrier,FORGED_KYC,2021-09-08,,1,404094260834763
PH002603,9087844412,Jio,Andhra Pradesh,P000947,Ratheesh Kurup,VERIFIED,2019-04-30,,0,404059718785725
PH002604,7018333194,Jio,Andhra Pradesh,P000947,Ratheesh Kurup,VERIFIED,2020-11-14,,0,404021530662660
PH002605,7326571470,Vi,Goa,P000948,Xavier Almeida,VERIFIED,2024-06-22,,0,404001163223121
PH002606,8988054122,Airtel,Delhi,P000949,Sudha Singh,VERIFIED,2023-09-21,,0,404014338700407
PH002607,8707095000,BSNL,Delhi,P000949,NOT AVAILABLE,BULK_ISSUED,2018-03-12,2018-05-05,1,404055182207707
PH002608,9636860283,Jio,Andhra Pradesh,P000950,Nirmal Sardar,VERIFIED,2020-09-05,,0,404096671261709
PH002609,9939886133,MTNL,Andhra Pradesh,P000950,Nirmal Sardar,VERIFIED,2023-11-30,,0,404040032430942
PH002610,8198940399,Jio,Andhra Pradesh,P000950,Nirmal Sardar,VERIFIED,2025-10-29,,0,404004313567215
PH002611,7746804081,Airtel,Manipur,P000951,Nathu Ranawat,VERIFIED,2020-04-16,,0,404065490644048
PH002612,9076100537,Airtel,Manipur,P000951,Nathu Ranawat,VERIFIED,2020-09-22,,0,404077587093318
PH002613,9928381403,BSNL,Manipur,P000951,NOT AVAILABLE,UNVERIFIED,2018-10-15,2019-10-25,1,404055443829840
