account_id,account_number,ifsc,bank,branch_city,branch_state,holder_person_id,holder_org_id,holder_name,account_type,opened_date,status,is_mule_account,kyc_risk_rating
AC001737,1469666584092667,BOBX0312979,Bank of Baroda,New Delhi,Delhi,P001011,,Pushpalatha Bellad,OVERDRAFT,2015-02-05,ACTIVE,0,LOW
AC001738,46602471415572,ABXX0460528,Axis Bank,Guwahati,Assam,P001012,,Harjinder Gill,SAVINGS,2013-05-12,ACTIVE,0,MEDIUM
AC001739,60500524357403,KMBX0346894,Kotak Mahindra Bank,Nuh,Haryana,P001014,,Sanjay Bhadauria,SAVINGS,2021-01-11,ACTIVE,0,MEDIUM
AC001740,42812578992023,IBXX0136998,IndusInd Bank,Kurnool,Andhra Pradesh,P001015,,Nasreen Baig,SAVINGS,2014-08-10,ACTIVE,0,HIGH
AC001741,74425449224,PNBX0885938,Punjab National Bank,Baramulla,Jammu and Kashmir,P001021,,Priyanka Gaikwad,CURRENT,2021-04-06,ACTIVE,0,HIGH
AC001742,55995834158,APBX0421009,Airtel Payments Bank,South Goa,Goa,P001022,,Kuldeep Kashyap,SAVINGS,2024-03-20,ACTIVE,0,LOW
AC001743,4374669751085445,BBXX0573494,Bandhan Bank,New Delhi,Delhi,P001023,,Siddaraju Poojary,CURRENT,2016-03-14,ACTIVE,0,LOW
AC001744,56981539307295,PPBX0027725,Paytm Payments Bank,Dhanbad,Jharkhand,P001026,,Lissy Achari,SAVINGS,2014-04-09,DORMANT,0,MEDIUM
AC001745,53719310029,HBXX0503442,HDFC Bank,New Delhi,Delhi,P001027,,Murugan Rajendran,CURRENT,2019-02-17,ACTIVE,0,MEDIUM
AC001746,541006985837,BOBX0972906,Bank of Baroda,Azamgarh,Uttar Pradesh,P001028,,Arun Baghel,SAVINGS,2024-05-14,ACTIVE,0,LOW
AC001747,9473593337649748,IOBX0289032,Indian Overseas Bank,Kalaburagi,Karnataka,P001029,,Arindam Sen,CURRENT,2023-05-23,ACTIVE,0,LOW
AC001748,696811020160,BOIX0890313,Bank of India,Churachandpur,Manipur,P001030,,Aruna Mudiraj,SAVINGS,2024-03-24,FROZEN,0,LOW
AC001749,85615315788684,HBXX0913306,HDFC Bank,Bareilly,Uttar Pradesh,P001031,,Mallesh Kumar,CURRENT,2018-09-30,ACTIVE,0,LOW
AC001750,99605863949201,BOBX0693981,Bank of Baroda,Bijapur,Chhattisgarh,P001032,,Sanjay Tiwari,SAVINGS,2014-01-01,ACTIVE,0,MEDIUM
AC001751,26089613933,IBXX0639835,ICICI Bank,Dehradun,Uttarakhand,P001033,,Thangaraj Chettiar,SAVINGS,2022-12-15,DORMANT,0,MEDIUM
AC001752,253438549704,ASFB0253545,AU Small Finance Bank,Srinagar,Jammu and Kashmir,P001035,,Kartik Barman,SAVINGS,2022-05-25,ACTIVE,0,LOW
AC001753,66559698225001,PNBX0384544,Punjab National Bank,South Goa,Goa,P001036,,Nasreen Zaidi,SAVINGS,2019-08-01,ACTIVE,0,LOW
AC001754,91868400276468,IBXX0815888,IndusInd Bank,Nizamabad,Telangana,P001037,,Sindhu Namboothiri,CURRENT,2013-04-19,ACTIVE,0,LOW
AC001755,78680440364294,IFBX0235917,IDFC First Bank,Sonipat,Haryana,P001039,,Sanjay Kushwaha,SAVINGS,2026-06-16,FROZEN,0,LOW
AC001756,54033598112,ASFB0515404,AU Small Finance Bank,Srinagar,Jammu and Kashmir,P001040,,Girish Kamath,CURRENT,2013-12-27,ACTIVE,0,LOW
AC001757,0224531981728376,IBXX0160520,IndusInd Bank,Varanasi,Uttar Pradesh,P001041,,Hansa Parmar,SAVINGS,2016-10-12,ACTIVE,0,LOW
AC001758,2031343863044810,BOIX0783784,Bank of India,Kannur,Kerala,P001042,,Yusuf Shaikh,OVERDRAFT,2016-10-22,ACTIVE,0,MEDIUM
AC001759,35022922273,YBXX0720203,Yes Bank,Rajkot,Gujarat,P001043,,Mallesh Choudary,CURRENT,2024-08-14,ACTIVE,0,HIGH
AC001760,929915725755,APBX0424813,Airtel Payments Bank,Kochi,Kerala,P001044,,Faizan Ansari,SAVINGS,2019-09-06,FROZEN,0,MEDIUM
AC001761,36252556504,UBOI0316126,Union Bank of India,North Goa,Goa,P001045,,Vidyawati Rathore,WALLET,2015-01-17,FROZEN,0,LOW
AC001762,45623562935309,IBXX0299082,ICICI Bank,South Goa,Goa,P001046,,Shakeel Ahmed,WALLET,2017-05-23,ACTIVE,0,LOW
AC001763,60369278794759,UBOI0075782,Union Bank of India,Gaya,Bihar,P001047,,Mariappan Kurup,SAVINGS,2020-04-22,ACTIVE,0,HIGH
AC001764,34975313975131,CBOI0842956,Central Bank of India,Haridwar,Uttarakhand,P001050,,Aparna Bose,CURRENT,2014-03-24,ACTIVE,0,LOW
AC001765,347533211923,IBXX0444571,IndusInd Bank,New Delhi,Delhi,P001051,,Sandip Dalvi,CURRENT,2023-05-10,CLOSED,0,LOW
AC001766,716604058377,SBOI0468212,State Bank of India,Raipur,Chhattisgarh,P001052,,Bheru Vyas,CURRENT,2023-03-17,CLOSED,0,HIGH
AC001767,2960077235407689,PNBX0664947,Punjab National Bank,Purnia,Bihar,P001053,,Jagmal Purohit,SAVINGS,2021-12-28,ACTIVE,0,MEDIUM
AC001768,24049611751,IBXX0039998,IndusInd Bank,Bengaluru,Karnataka,P001054,,Gopal Mistry,CURRENT,2019-04-10,ACTIVE,0,LOW
AC001769,58821488745006,SBOI0321508,State Bank of India,Hisar,Haryana,P001055,,Mushtaq Idrisi,WALLET,2020-01-03,DORMANT,0,LOW
AC001770,78373220577,FBXX0660409,Federal Bank,Nadia,West Bengal,P001056,,Sunil Jaiswal,SAVINGS,2023-08-07,FROZEN,0,MEDIUM
AC001771,9923601116170334,KVBX0962618,Karur Vysya Bank,Ahmedabad,Gujarat,P001057,,Shanti Rathore,SAVINGS,2018-01-01,ACTIVE,0,MEDIUM
AC001772,02197339152,UBOI0508350,Union Bank of India,Kalaburagi,Karnataka,P001058,,Ravichandran Pillai,CURRENT,2020-04-09,ACTIVE,0,LOW
AC001773,7055110210015315,CBOI0724108,Central Bank of India,Murshidabad,West Bengal,P001059,,Salim Qureshi,SAVINGS,2019-06-27,FROZEN,0,HIGH
AC001774,83130152493844,ASFB0618931,AU Small Finance Bank,Kalaburagi,Karnataka,P001060,,Arivazhagan Mudaliar,SAVINGS,2019-10-18,ACTIVE,0,MEDIUM
AC001775,250607366230,ASFB0709588,AU Small Finance Bank,Ganjam,Odisha,P001061,,Manisha More,SAVINGS,2018-04-07,ACTIVE,0,LOW
AC001776,8236580443017654,KVBX0545285,Karur Vysya Bank,Guwahati,Assam,P001063,,Nadeem Shaikh,SAVINGS,2015-11-01,DORMANT,0,LOW
AC001777,81918332762117,IBXX0114440,ICICI Bank,Madurai,Tamil Nadu,P001065,,Karthik Raja,SAVINGS,2017-09-28,ACTIVE,0,LOW
AC001778,83761278421,BOBX0021547,Bank of Baroda,Amritsar,Punjab,P001066,,Shibu Thomas,CURRENT,2021-01-22,DORMANT,0,HIGH
AC001779,35649011865,BBXX0143087,Bandhan Bank,Meerut,Uttar Pradesh,P001067,,Gopal Dutta,WALLET,2018-09-29,ACTIVE,0,LOW
AC001780,93971523753,UBOI0310562,Union Bank of India,Kalaburagi,Karnataka,P001068,,Kondaiah Bandari,SAVINGS,2018-04-01,ACTIVE,0,MEDIUM
AC001781,08481753920602,IFBX0659647,IDFC First Bank,Kozhikode,Kerala,P001069,,Baljinder Mann,CURRENT,2025-06-29,ACTIVE,0,HIGH
AC001782,81018953139,ABXX0304647,Axis Bank,Ballari,Karnataka,P001070,,Nazia Ansari,SAVINGS,2026-02-04,ACTIVE,0,MEDIUM
AC001783,77816044171646,BBXX0031450,Bandhan Bank,Ganjam,Odisha,P001071,,Surinder Bajwa,SAVINGS,2022-07-15,ACTIVE,0,MEDIUM
AC001784,56402006755346,FBXX0371640,Federal Bank,Imphal,Manipur,P001072,,Manjit Sekhon,CURRENT,2014-04-21,ACTIVE,0,LOW
AC001785,4455928580976624,IOBX0098049,Indian Overseas Bank,Vijayawada,Andhra Pradesh,P001073,,Rajendran Thevar,SAVINGS,2014-01-06,ACTIVE,0,MEDIUM
AC001786,27387416537617,IOBX0198270,Indian Overseas Bank,Malda,West Bengal,P001074,,Hariom Awasthi,SAVINGS,2019-10-26,ACTIVE,0,LOW
AC001787,96468498118352,IBXX0541810,IndusInd Bank,Dehradun,Uttarakhand,P001075,,Alpesh Solanki,CURRENT,2014-09-23,ACTIVE,0,HIGH
AC001788,0099198128044321,APBX0864664,Airtel Payments Bank,Jaipur,Rajasthan,P001076,,Bikash Naskar,OVERDRAFT,2019-10-25,ACTIVE,0,MEDIUM
AC001789,69548779922,CBOI0222864,Central Bank of India,Prayagraj,Uttar Pradesh,P001078,,Pramila Munda,SAVINGS,2019-01-22,FROZEN,0,HIGH
AC001790,2058864624921169,BOBX0186046,Bank of Baroda,Nadia,West Bengal,P001079,,Dinesh Rathore,SAVINGS,2013-03-08,ACTIVE,0,MEDIUM
AC001791,0380305496415410,IBXX0195292,ICICI Bank,Jaunpur,Uttar Pradesh,P001080,,Sukumar Pal,CURRENT,2017-10-21,ACTIVE,0,MEDIUM
AC001792,339445302749,PPBX0644150,Paytm Payments Bank,North Goa,Goa,P001081,,Afsana Mansuri,SAVINGS,2024-01-24,ACTIVE,0,LOW
AC001793,87695006644,UBOI0777064,Union Bank of India,New Delhi,Delhi,P001082,,Shakeel Shaikh,OVERDRAFT,2014-09-07,ACTIVE,0,LOW
AC001794,948117464002,IBXX0931912,ICICI Bank,Jaipur,Rajasthan,P001083,,Kavita Baghel,SAVINGS,2016-07-15,DORMANT,0,LOW
AC001795,114850869714,CBXX0278556,Canara Bank,Malappuram,Kerala,P001084,,Davinder Kang,WALLET,2016-03-12,ACTIVE,0,LOW
AC001796,972388356327,BOIX0448442,Bank of India,Kannur,Kerala,P001085,,Alpesh Chauhan,SAVINGS,2018-12-04,ACTIVE,0,MEDIUM
AC001797,44437704009,BBXX0770610,Bandhan Bank,Mangaluru,Karnataka,P001086,,Rajni Jaiswal,SAVINGS,2023-05-01,ACTIVE,0,LOW
AC001798,229720931744,UBOI0187875,Union Bank of India,Ahmedabad,Gujarat,P001089,,Anita Dubey,OVERDRAFT,2023-04-13,ACTIVE,0,MEDIUM
AC001799,15061836783,HBXX0874589,HDFC Bank,New Delhi,Delhi,P001090,,Rekha Awasthi,OVERDRAFT,2017-05-20,ACTIVE,0,LOW
AC001800,31638820200,ABXX0070266,Axis Bank,Gwalior,Madhya Pradesh,P001091,,Sandip Mhatre,CURRENT,2025-09-13,CLOSED,0,LOW
AC001801,415808743881,KVBX0258734,Karur Vysya Bank,South Goa,Goa,P001092,,Dhanapal Sundaram,SAVINGS,2015-08-04,ACTIVE,0,MEDIUM
AC001802,93836341598414,PPBX0246452,Paytm Payments Bank,North Goa,Goa,P001093,,Farida Siddiqui,SAVINGS,2013-03-18,ACTIVE,0,MEDIUM
AC001803,91946720353393,SBOI0236890,State Bank of India,Siliguri,West Bengal,P001094,,Shabana Ahmed,SAVINGS,2017-03-09,ACTIVE,0,LOW
AC001804,37591993373,IFBX0434452,IDFC First Bank,New Delhi,Delhi,P001096,,Mushtaq Mirza,SAVINGS,2016-03-16,DORMANT,0,MEDIUM
AC001805,83499731926728,BBXX0021365,Bandhan Bank,Gwalior,Madhya Pradesh,P001098,,Kuldeep Cheema,CURRENT,2021-11-21,ACTIVE,0,MEDIUM
AC001806,737129730207,CBXX0347304,Canara Bank,Hyderabad,Telangana,P001099,,Yusuf Khan,SAVINGS,2020-09-05,DORMANT,0,MEDIUM
AC001807,93916731006717,IBXX0311980,IndusInd Bank,Nuh,Haryana,P001100,,Revathi Muthusamy,SAVINGS,2021-08-19,ACTIVE,0,LOW
AC001808,88038796613291,BBXX0525742,Bandhan Bank,Karimganj,Assam,P001101,,Shanti Shukla,SAVINGS,2016-05-29,ACTIVE,0,MEDIUM
AC001809,8534972540449884,CBXX0117050,Canara Bank,Purnia,Bihar,P001102,,Kuldeep Nagar,CURRENT,2014-07-18,ACTIVE,0,HIGH
AC001810,2771205271141008,CBXX0440490,Canara Bank,Gaya,Bihar,P001103,,Om Prakash Saini,CURRENT,2022-10-02,ACTIVE,0,LOW
AC001811,81033563788,PPBX0047982,Paytm Payments Bank,Navi Mumbai,Maharashtra,P001104,,Girdhari Sharma,CURRENT,2025-09-26,FROZEN,0,LOW
AC001812,00890488758,IOBX0176669,Indian Overseas Bank,Nuh,Haryana,P001105,,Gurpreet Dhaliwal,SAVINGS,2017-06-13,ACTIVE,0,MEDIUM
AC001813,15526278652,ASFB0717488,AU Small Finance Bank,Coimbatore,Tamil Nadu,P001106,,Kuni Dash,SAVINGS,2021-03-01,ACTIVE,0,LOW
AC001814,6169676268252928,CBOI0715349,Central Bank of India,Haridwar,Uttarakhand,P001108,,Nirmala Maurya,SAVINGS,2014-03-06,ACTIVE,0,MEDIUM
AC001815,4825278941822782,IOBX0489713,Indian Overseas Bank,Raipur,Chhattisgarh,P001109,,Sasmita Sahoo,SAVINGS,2015-05-16,ACTIVE,0,LOW
AC001816,27231968533267,BOIX0897579,Bank of India,Cuttack,Odisha,P001110,,Kamla Chauhan,WALLET,2021-05-30,ACTIVE,0,LOW
AC001817,742077252187,BOBX0237187,Bank of Baroda,Bharatpur,Rajasthan,P001111,,Ravinder Prasad,CURRENT,2021-07-30,FROZEN,0,LOW
AC001818,6467754688119676,KMBX0754291,Kotak Mahindra Bank,Sonipat,Haryana,P001112,,Anita Tiwari,OVERDRAFT,2013-12-18,ACTIVE,0,MEDIUM
AC001819,717879143954,IOBX0609658,Indian Overseas Bank,Indore,Madhya Pradesh,P001114,,Ravinder Rao,CURRENT,2025-07-15,ACTIVE,0,MEDIUM
AC001820,49029779358221,KMBX0813724,Kotak Mahindra Bank,Hisar,Haryana,P001115,,Amol Kamble,CURRENT,2023-05-01,ACTIVE,0,LOW
AC001821,269974834049,IBXX0517484,ICICI Bank,Bharatpur,Rajasthan,P001116,,Padma Reddy,SAVINGS,2016-06-11,ACTIVE,0,HIGH
AC001822,98778771817,IBXX0046935,IndusInd Bank,Ghaziabad,Uttar Pradesh,P001117,,Sabita Mohanty,CURRENT,2013-03-29,ACTIVE,0,LOW
AC001823,71052072330,PPBX0655425,Paytm Payments Bank,Chennai,Tamil Nadu,P001118,,Arif Malik,CURRENT,2019-11-28,ACTIVE,0,MEDIUM
AC001824,25322251982,IOBX0954365,Indian Overseas Bank,Malappuram,Kerala,P001119,,Anwar Rahman,OVERDRAFT,2015-08-15,ACTIVE,0,MEDIUM
AC001825,540167518666,ASFB0136412,AU Small Finance Bank,Faridabad,Haryana,P001120,,Basanta Jena,CURRENT,2020-09-23,CLOSED,0,LOW
AC001826,749821675991,IBXX0879141,ICICI Bank,New Delhi,Delhi,P001121,,Archana Bhardwaj,SAVINGS,2020-11-11,ACTIVE,0,MEDIUM
AC001827,06761854725035,CBXX0898779,Canara Bank,Ganjam,Odisha,P001122,,Nazia Ahmed,SAVINGS,2022-05-16,ACTIVE,0,LOW
AC001828,00867202885754,HBXX0367775,HDFC Bank,Prayagraj,Uttar Pradesh,P001123,,Randhir Yadav,OVERDRAFT,2014-04-04,ACTIVE,0,MEDIUM
AC001829,43778904586592,YBXX0549072,Yes Bank,Kolkata,West Bengal,P001124,,Hardik Patel,CURRENT,2023-04-01,ACTIVE,0,MEDIUM
AC001830,696380699667,ASFB0510962,AU Small Finance Bank,Imphal,Manipur,P001125,,Remya Thomas,OVERDRAFT,2022-10-08,FROZEN,0,HIGH
AC001831,553140825555,APBX0946326,Airtel Payments Bank,Gaya,Bihar,P001126,,Baljinder Brar,SAVINGS,2021-01-30,ACTIVE,0,LOW
AC001832,573748313080,BBXX0288181,Bandhan Bank,Dhubri,Assam,P001127,,Vaishali Trivedi,SAVINGS,2016-10-19,ACTIVE,0,LOW
AC001833,418028480874,ABXX0472146,Axis Bank,North Goa,Goa,P001128,,Mousumi Adhikari,SAVINGS,2024-12-25,DORMANT,0,LOW
AC001834,8709931272880280,IBXX0398419,IndusInd Bank,Warangal,Telangana,P001129,,Aruna Prasad,SAVINGS,2019-11-01,ACTIVE,0,LOW
AC001835,66595276654,UBOI0057781,Union Bank of India,New Delhi,Delhi,P001130,,Seema Nishad,CURRENT,2021-05-20,DORMANT,0,HIGH
AC001836,887609295482,CBXX0694730,Canara Bank,Ghaziabad,Uttar Pradesh,P001131,,Harjinder Bajwa,CURRENT,2018-01-22,ACTIVE,0,MEDIUM
AC001837,70019447306174,KVBX0358898,Karur Vysya Bank,Gaya,Bihar,P001132,,Pushpa Saini,SAVINGS,2021-04-26,ACTIVE,0,MEDIUM
AC001838,80375749925,CBOI0020304,Central Bank of India,Gaya,Bihar,P001133,,Madan Charan,CURRENT,2018-10-12,ACTIVE,0,LOW
AC001839,20598515211488,SBOI0268948,State Bank of India,Malda,West Bengal,P001135,,Sudhakar Yadav,CURRENT,2020-03-04,ACTIVE,0,LOW
AC001840,9203813372037305,APBX0209674,Airtel Payments Bank,Madurai,Tamil Nadu,P001136,,Shakeel Ansari,CURRENT,2014-06-28,FROZEN,0,HIGH
AC001841,1256578883156912,BOBX0080372,Bank of Baroda,Ganjam,Odisha,P001137,,Poongodi Annadurai,CURRENT,2015-03-03,ACTIVE,0,MEDIUM
AC001842,07870953409524,BOIX0087154,Bank of India,Malkangiri,Odisha,P001138,,Rajwinder Mann,SAVINGS,2024-11-20,ACTIVE,0,MEDIUM
AC001843,55039066021,IBXX0992732,ICICI Bank,Kolkata,West Bengal,P001140,,Ramkali Gupta,CURRENT,2020-08-08,ACTIVE,0,LOW
AC001844,339115669372,FBXX0617472,Federal Bank,New Delhi,Delhi,P001141,,Prashant More,SAVINGS,2014-02-16,ACTIVE,0,MEDIUM
AC001845,389026400894,IBXX0662440,IndusInd Bank,Hyderabad,Telangana,P001143,,Suresh Srivastava,SAVINGS,2016-04-18,ACTIVE,0,LOW
AC001846,98254733977,YBXX0504448,Yes Bank,Srinagar,Jammu and Kashmir,P001144,,Rekha Nagar,OVERDRAFT,2023-03-24,ACTIVE,0,LOW
AC001847,09339245785903,APBX0858010,Airtel Payments Bank,Nuh,Haryana,P001145,,Pushpalatha Kamath,SAVINGS,2022-02-02,CLOSED,0,LOW
AC001848,1324093966473532,APBX0955455,Airtel Payments Bank,Muzaffarpur,Bihar,P001147,,Nirmal Sarkar,SAVINGS,2024-06-26,ACTIVE,0,MEDIUM
AC001849,522213738093,KMBX0480448,Kotak Mahindra Bank,Cuttack,Odisha,P001148,,Kishan Jhala,CURRENT,2018-05-25,ACTIVE,0,HIGH
AC001850,28896925766967,CBXX0773281,Canara Bank,Indore,Madhya Pradesh,P001149,,Savita Awasthi,CURRENT,2018-11-28,FROZEN,0,LOW
AC001851,744645332488,IOBX0500311,Indian Overseas Bank,Nizamabad,Telangana,P001150,,Venkatesh Sharma,CURRENT,2019-06-06,ACTIVE,0,LOW
AC001852,361044372500,CBXX0027472,Canara Bank,New Delhi,Delhi,P001151,,Rizwan Pathan,CURRENT,2018-06-22,ACTIVE,0,MEDIUM
AC001853,540124246424,ABXX0025277,Axis Bank,Raipur,Chhattisgarh,P001152,,Joseph Menezes,CURRENT,2025-08-10,ACTIVE,0,HIGH
AC001854,5876406889920691,YBXX0112940,Yes Bank,Bharatpur,Rajasthan,P001153,,Kanta Gurjar,SAVINGS,2024-01-28,FROZEN,0,LOW
AC001855,64113731439534,CBXX0646725,Canara Bank,Begusarai,Bihar,P001154,,Nagaraju Bandari,SAVINGS,2016-03-12,ACTIVE,0,LOW
AC001856,39261913855515,APBX0246838,Airtel Payments Bank,Bikaner,Rajasthan,P001155,,Padma Kondapalli,SAVINGS,2015-04-10,ACTIVE,0,LOW
AC001857,75972440453,BOBX0016567,Bank of Baroda,Imphal,Manipur,P001157,,Praveen Joseph,CURRENT,2021-08-04,DORMANT,0,LOW
AC001858,45184105267,UBOI0834546,Union Bank of India,Ludhiana,Punjab,P001158,,Saroja Kumar,WALLET,2015-11-05,DORMANT,0,HIGH
AC001859,742854987000,HBXX0620815,HDFC Bank,Deoghar,Jharkhand,P001159,,Rina Biswas,WALLET,2018-07-13,ACTIVE,0,LOW
AC001860,2463495729405554,UBOI0704378,Union Bank of India,Bijapur,Chhattisgarh,P001160,,Pramod Awasthi,SAVINGS,2014-02-16,ACTIVE,0,LOW
AC001861,9232630931667576,HBXX0762797,HDFC Bank,New Delhi,Delhi,P001161,,Rina Pal,CURRENT,2017-07-10,ACTIVE,0,HIGH
AC001862,974459072501,SBOI0492616,State Bank of India,Visakhapatnam,Andhra Pradesh,P001162,,Anitha Achari,SAVINGS,2020-08-24,FROZEN,0,LOW
AC001863,455561618364,HBXX0781226,HDFC Bank,Srinagar,Jammu and Kashmir,P001163,,Hariom Chauhan,CURRENT,2022-03-10,ACTIVE,0,LOW
AC001864,16217481824838,CBOI0690588,Central Bank of India,Navi Mumbai,Maharashtra,P001164,,Sasmita Rout,SAVINGS,2014-03-21,ACTIVE,0,MEDIUM
AC001865,46920110801,FBXX0790489,Federal Bank,Vijayawada,Andhra Pradesh,P001165,,Harbhajan Bains,SAVINGS,2023-10-22,ACTIVE,0,LOW
AC001866,5878312095214762,PNBX0162632,Punjab National Bank,Raipur,Chhattisgarh,P001166,,Bindu Joseph,SAVINGS,2015-08-12,ACTIVE,0,LOW
AC001867,2229299989632980,YBXX0651652,Yes Bank,North Goa,Goa,P001167,,Palanisamy Nadar,SAVINGS,2014-10-10,ACTIVE,0,LOW
AC001868,87635371036,APBX0743810,Airtel Payments Bank,Raipur,Chhattisgarh,P001169,,Seema Bhadauria,CURRENT,2022-11-26,ACTIVE,0,HIGH
AC001869,604488599681,KMBX0892239,Kotak Mahindra Bank,Bharatpur,Rajasthan,P001170,,Hansa Dave,SAVINGS,2021-11-28,ACTIVE,0,LOW
AC001870,97431125046,CBOI0311347,Central Bank of India,Gwalior,Madhya Pradesh,P001171,,Sandip Rane,SAVINGS,2022-09-30,DORMANT,0,HIGH
AC001871,58849622009101,HBXX0214742,HDFC Bank,Haridwar,Uttarakhand,P001172,,Swapan Das,CURRENT,2023-04-23,ACTIVE,0,LOW
AC001872,912302479355,PPBX0584006,Paytm Payments Bank,Porbandar,Gujarat,P001173,,Sarla Vyas,SAVINGS,2024-09-15,ACTIVE,0,MEDIUM
AC001873,50917842487595,FBXX0030388,Federal Bank,Bareilly,Uttar Pradesh,P001174,,Shahnawaz Khan,SAVINGS,2021-09-22,ACTIVE,0,HIGH
AC001874,53529611751505,IBXX0107674,IndusInd Bank,Dehradun,Uttarakhand,P001177,,Thangaraj Mudaliar,CURRENT,2022-01-08,DORMANT,0,MEDIUM
AC001875,909404428954,KVBX0996376,Karur Vysya Bank,Ranchi,Jharkhand,P001178,,Javed Malik,CURRENT,2013-04-04,ACTIVE,0,MEDIUM
AC001876,277574053362,CBXX0876887,Canara Bank,Tarn Taran,Punjab,P001179,,Chhagan Chouhan,CURRENT,2016-12-12,ACTIVE,0,LOW
AC001877,52200967683,KVBX0956399,Karur Vysya Bank,Malkangiri,Odisha,P001180,,Bhanwari Purohit,CURRENT,2024-11-27,FROZEN,0,LOW
AC001878,1399545985451512,KVBX0402954,Karur Vysya Bank,Churachandpur,Manipur,P001181,,Shahnaz Khan,SAVINGS,2024-01-16,ACTIVE,0,HIGH
AC001879,33109686340533,IBXX0331584,IndusInd Bank,Malkangiri,Odisha,P001182,,Jhunu Rout,CURRENT,2018-04-06,ACTIVE,0,LOW
AC001880,08645663290899,UBOI0549383,Union Bank of India,Ranchi,Jharkhand,P001183,,Shobha Poojary,SAVINGS,2017-01-01,ACTIVE,0,LOW
AC001881,043607321565,BBXX0915039,Bandhan Bank,Bijapur,Chhattisgarh,P001184,,Mallesh Mudiraj,CURRENT,2020-06-19,ACTIVE,0,LOW
AC001882,28281362090199,FBXX0393701,Federal Bank,Chennai,Tamil Nadu,P001185,,Peter Lobo,SAVINGS,2016-10-08,ACTIVE,0,LOW
AC001883,86749183971,CBXX0835030,Canara Bank,Khargone,Madhya Pradesh,P001186,,Balaraju Mudiraj,SAVINGS,2015-03-29,ACTIVE,0,LOW
AC001884,1243902083064051,APBX0136392,Airtel Payments Bank,Nuh,Haryana,P001189,,Jaswant Brar,SAVINGS,2016-12-08,ACTIVE,0,LOW
AC001885,0566595995978181,HBXX0982491,HDFC Bank,Surat,Gujarat,P001192,,Kavya Nallamothu,SAVINGS,2024-06-11,ACTIVE,0,MEDIUM
AC001886,645993844713,IBXX0337663,ICICI Bank,Sonipat,Haryana,P001195,,Malathi Annadurai,SAVINGS,2016-03-21,ACTIVE,0,HIGH
AC001887,4773135133607922,IFBX0524656,IDFC First Bank,Srinagar,Jammu and Kashmir,P001196,,Jagabandhu Dash,SAVINGS,2018-05-12,ACTIVE,0,MEDIUM
AC001888,44309765113058,BBXX0369231,Bandhan Bank,Srinagar,Jammu and Kashmir,P001197,,Bheru Kumawat,SAVINGS,2025-10-02,ACTIVE,0,LOW
AC001889,1969328459813401,BBXX0655562,Bandhan Bank,Bijapur,Chhattisgarh,P001199,,Sunil Chauhan,SAVINGS,2022-02-10,ACTIVE,0,HIGH
AC001890,24749726161875,BBXX0407334,Bandhan Bank,Bhubaneswar,Odisha,P001200,,Rajwinder Bains,SAVINGS,2024-05-05,FROZEN,0,LOW
AC001891,132217135551,IFBX0543401,IDFC First Bank,Muzaffarpur,Bihar,P001201,,Kanta Rathore,OVERDRAFT,2021-10-26,ACTIVE,0,MEDIUM
AC001892,052715175200,BOBX0565291,Bank of Baroda,Haridwar,Uttarakhand,P001202,,Swapnil Kamble,CURRENT,2022-06-16,ACTIVE,0,LOW
AC001893,728857228829,IBXX0745881,IndusInd Bank,Guwahati,Assam,P001203,,Nirmal Das,CURRENT,2017-03-06,ACTIVE,0,MEDIUM
AC001894,1746088607175189,IFBX0540379,IDFC First Bank,Kutch,Gujarat,P001204,,Kumaraswamy Hegde,SAVINGS,2013-04-01,ACTIVE,0,LOW
AC001895,962585664963,YBXX0440675,Yes Bank,Guwahati,Assam,P001206,,Mukesh Thakur,OVERDRAFT,2018-01-12,ACTIVE,0,LOW
AC001896,76633370400466,PNBX0387107,Punjab National Bank,Karimganj,Assam,P001207,,Sunita Verma,CURRENT,2013-04-16,ACTIVE,0,MEDIUM
AC001897,29037738770,HBXX0430829,HDFC Bank,Murshidabad,West Bengal,P001208,,Hanumanthappa Hegde,SAVINGS,2021-02-12,ACTIVE,0,MEDIUM
AC001898,874233931660,KVBX0861340,Karur Vysya Bank,Munger,Bihar,P001211,,Mangi Rathore,SAVINGS,2015-02-06,DORMANT,0,LOW
AC001899,7165540516303521,KVBX0193815,Karur Vysya Bank,Mumbai,Maharashtra,P001213,,Sandeep Baghel,CURRENT,2015-01-10,DORMANT,0,LOW
AC001900,7067140293498883,PNBX0129669,Punjab National Bank,Dhubri,Assam,P001215,,Nirmala Jaiswal,SAVINGS,2017-08-07,ACTIVE,0,MEDIUM
AC001901,519236806915,IFBX0762804,IDFC First Bank,Jabalpur,Madhya Pradesh,P001216,,Gautam Gayen,CURRENT,2020-10-11,ACTIVE,0,LOW
AC001902,86441257530,BOBX0101015,Bank of Baroda,Meerut,Uttar Pradesh,P001218,,Rajwinder Toor,WALLET,2019-10-10,ACTIVE,0,LOW
AC001903,15266074944847,SBOI0285814,State Bank of India,Varanasi,Uttar Pradesh,P001219,,Arun Rajput,CURRENT,2025-06-19,ACTIVE,0,MEDIUM
AC001904,95032869805803,IBXX0526394,ICICI Bank,Aurangabad,Maharashtra,P001220,,Nagaratna Kamath,SAVINGS,2018-09-27,ACTIVE,0,HIGH
