person_id,full_name,first_name,surname,alias,gender,date_of_birth,age,name_region,native_state,native_city,native_area,home_location_id,based_abroad_in,person_type,role,syndicate_id,syndicate_code,risk_score,influence_score,custody_status,first_offence_year,total_cases,is_cross_syndicate_bridge,is_duplicate_record_of,nic_ref,record_source,source_reliability,info_credibility,is_synthetic
P001448,Reshma Chaudhary,Reshma,Chaudhary,,F,1981-05-24,45,muslim,Gujarat,Ahmedabad,Juhapura,LOC000071,,PUBLIC_SERVANT,,,,6,0.0,,,0,0,,NIC-MVH3U5NUE,TOWER_DUMP,B,4,1
P001449,Swapan Bose,Swapan,Bose,,M,1997-07-11,28,bengali,Uttarakhand,Haridwar,Jwalapur,LOC000125,,VICTIM,,,,12,0.0,,,0,0,,NIC-0ACOO2UJL,INFORMANT_TIP,D,3,1
P001450,Chitra Chettiar,Chitra,Chettiar,,F,1980-02-24,46,tamil,West Bengal,Kolkata,Rajabazar,LOC000048,,COMPLAINANT,,,,4,0.0,,,0,0,,NIC-VW4XM3IO5,INTELLIGENCE_REPORT,B,2,1
P001451,Sindhu Panicker,Sindhu,Panicker,,F,1962-09-03,63,malayali,Goa,South Goa,Vasco,LOC000119,,ASSOCIATE_CIVILIAN,,,,3,0.0,,,0,0,,NIC-5JL9JHBMX,SEIZURE_MEMO,D,2,1
P001452,Preeti Tomar,Preeti,Tomar,,F,1965-12-22,60,hindi_belt,Telangana,Hyderabad,Charminar,LOC000083,,VICTIM,,,,10,0.0,,,0,0,,NIC-TZI9QB31V,SURVEILLANCE_REPORT,C,5,1
P001453,Unnikrishnan Achari,Unnikrishnan,Achari,,M,2003-10-01,22,malayali,Andhra Pradesh,Kurnool,Nandyal,LOC000091,,VICTIM,,,,0,0.0,,,0,0,,NIC-26JTTZ1ZY,INFORMANT_TIP,B,3,1
P001454,Chitra Kurup,Chitra,Kurup,,F,1986-09-06,39,tamil,Punjab,Jalandhar,Nakodar,LOC000058,,VICTIM,,,,10,0.0,,,0,0,,NIC-WB7UVLV1K,INFORMANT_TIP,B,2,1
P001455,Kesar Jhala,Kesar,Jhala,,F,1991-04-21,35,rajasthani,Karnataka,Bengaluru,Yeshwanthpur,LOC000100,,WITNESS,,,,4,0.0,,,0,0,,NIC-08K4DR3LM,PASSPORT_IMMIGRATION,C,2,1
P001456,Hanumanthappa Kamath,Hanumanthappa,Kamath,,M,1982-02-10,44,kannada,Bihar,Patna,Kadamkuan,LOC000035,,VICTIM,,,,9,0.0,,,0,0,,NIC-YF8DY6ZK6,TOWER_DUMP,B,3,1
P001457,Nepal Biswas,Nepal,Biswas,,M,1998-05-01,28,bengali,Rajasthan,Jaipur,Chomu,LOC000067,,WITNESS,,,,12,0.0,,,0,0,,NIC-PXF71U0FO,SEIZURE_MEMO,B,1,1
P001458,Sanjib Sarkar,Sanjib,Sarkar,,M,1994-01-04,32,bengali,Assam,Guwahati,Paltan Bazaar,LOC000113,,ASSOCIATE_CIVILIAN,,,,6,0.0,,,0,0,,NIC-MR40EIN55,INFORMANT_TIP,E,2,1
P001459,Sujatha Yadav,Sujatha,Yadav,,F,1984-04-04,42,telugu,Maharashtra,Mumbai,Dharavi,LOC000002,,PUBLIC_SERVANT,,,,8,0.0,,,0,0,,NIC-XLBAJPGXJ,SURVEILLANCE_REPORT,A,2,1
P001460,Nilesh Jadhav,Nilesh,Jadhav,,M,1997-09-06,28,marathi,Gujarat,Ahmedabad,Juhapura,LOC000071,,WITNESS,,,,1,0.0,,,0,0,,NIC-K5CLPH914,BANK_STATEMENT,A,1,1
P001461,Chandra Shekar Choudary,Chandra Shekar,Choudary,,M,1991-11-11,34,telugu,Chhattisgarh,Bijapur,Bhairamgarh,LOC000123,,VICTIM,,,,6,0.0,,,0,0,,NIC-AAAGF3YVN,PASSPORT_IMMIGRATION,A,2,1
P001462,Shyamlal Awasthi,Shyamlal,Awasthi,,M,1983-02-11,43,hindi_belt,Kerala,Kochi,Mattancherry,LOC000104,,ASSOCIATE_CIVILIAN,,,,4,0.0,,,0,0,,NIC-5T1HH3D92,FIR,A,1,1
P001463,Sudheer Menon,Sudheer,Menon,,M,2002-12-24,23,malayali,Goa,North Goa,Anjuna,LOC000118,,VICTIM,,,,8,0.0,,,0,0,,NIC-A8MSHLNKH,INTELLIGENCE_REPORT,C,1,1
P001464,Sathish Sharma,Sathish,Sharma,,M,1994-04-05,32,telugu,Uttarakhand,Dehradun,Clement Town,LOC000124,,VICTIM,,,,10,0.0,,,0,0,,NIC-WL2YKXJCK,CDR,B,1,1
P001465,Afsana Mirza,Afsana,Mirza,,F,1991-11-01,34,muslim,West Bengal,Murshidabad,Jalangi,LOC000050,,COMPLAINANT,,,,1,0.0,,,0,0,,NIC-FZ26HH138,INTELLIGENCE_REPORT,C,5,1
P001466,Afsana Shaikh,Afsana,Shaikh,,F,1987-08-08,38,muslim,Rajasthan,Bikaner,Nokha,LOC000066,,WITNESS,,,,12,0.0,,,0,0,,NIC-BKKCTF4VN,SEIZURE_MEMO,D,2,1
P001467,Rubina Chaudhary,Rubina,Chaudhary,,F,1963-11-11,62,muslim,Rajasthan,Jodhpur,Osian,LOC000065,,VICTIM,,,,0,0.0,,,0,0,,NIC-2UUA7Q6UK,TOWER_DUMP,B,5,1
P001468,Arun Prajapati,Arun,Prajapati,,M,1991-01-24,35,hindi_belt,Karnataka,Ballari,Sandur,LOC000103,,ASSOCIATE_CIVILIAN,,,,0,0.0,,,0,0,,NIC-9OB2ZRSCV,TOWER_DUMP,B,2,1
P001469,Sandeep Mishra,Sandeep,Mishra,,M,1988-04-24,38,hindi_belt,Karnataka,Ballari,Sandur,LOC000103,,PUBLIC_SERVANT,,,,2,0.0,,,0,0,,NIC-9LBH9PIAX,CDR,A,1,1
P001470,Nadeem Shaikh,Nadeem,Shaikh,,M,1964-10-20,61,muslim,Assam,Guwahati,Paltan Bazaar,LOC000113,,COMPLAINANT,,,,0,0.0,,,0,0,,NIC-XBLTCZUEE,SEIZURE_MEMO,B,3,1
P001471,Sudarshan Swain,Sudarshan,Swain,,M,1977-09-12,48,odia,Delhi,New Delhi,Sangam Vihar,LOC000021,,COMPLAINANT,,,,12,0.0,,,0,0,,NIC-2169ZMFKQ,FIR,B,3,1
P001472,Karthik Mudaliar,Karthik,Mudaliar,,M,1993-02-19,33,tamil,Assam,Karimganj,Sutarkandi,LOC000115,,VICTIM,,,,0,0.0,,,0,0,,NIC-HGRV05Z32,INTELLIGENCE_REPORT,E,3,1
P001473,Shabana Qureshi,Shabana,Qureshi,,F,1996-03-26,30,muslim,Kerala,Kochi,Mattancherry,LOC000104,,COMPLAINANT,,,,1,0.0,,,0,0,,NIC-21TVE43CI,BANK_STATEMENT,C,3,1
P001474,Joseph Almeida,Joseph,Almeida,,M,1988-08-22,37,christian,Odisha,Cuttack,Jagatpur,LOC000110,,VICTIM,,,,2,0.0,,,0,0,,NIC-UMJDWL8R7,INFORMANT_TIP,C,4,1
P001475,Bandana Biswas,Bandana,Biswas,,F,1973-11-24,52,bengali,Goa,North Goa,Anjuna,LOC000118,,VICTIM,,,,5,0.0,,,0,0,,NIC-4BKQBP6Z1,SURVEILLANCE_REPORT,C,4,1
P001476,Sandip Patil,Sandip,Patil,,M,1975-10-18,50,marathi,Chhattisgarh,Bijapur,Bhairamgarh,LOC000123,,ASSOCIATE_CIVILIAN,,,,3,0.0,,,0,0,,NIC-UZWIPE990,SEIZURE_MEMO,B,1,1
P001477,Chhaya Bhattacharya,Chhaya,Bhattacharya,,F,1984-11-06,41,bengali,Gujarat,Ahmedabad,Juhapura,LOC000071,,VICTIM,,,,0,0.0,,,0,0,,NIC-G01MPRDHQ,CHARGESHEET,D,1,1
P001478,Satish Mishra,Satish,Mishra,,M,1985-03-26,41,hindi_belt,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,WITNESS,,,,8,0.0,,,0,0,,NIC-90LNMX3CS,SOCIAL_MEDIA_INTEL,B,2,1
P001479,Jaswant Sandhu,Jaswant,Sandhu,,M,1969-02-03,57,punjabi,Rajasthan,Jaipur,Chomu,LOC000067,,WITNESS,,,,1,0.0,,,0,0,,NIC-3VQQSV4SK,PASSPORT_IMMIGRATION,D,3,1
P001480,Ibrahim Ahmed,Ibrahim,Ahmed,,M,1992-02-12,34,muslim,Andhra Pradesh,Vijayawada,Gunadala,LOC000089,,VICTIM,,,,1,0.0,,,0,0,,NIC-KHH0R5LQY,SOCIAL_MEDIA_INTEL,A,3,1
P001481,Vaishnavi Gaikwad,Vaishnavi,Gaikwad,,F,1999-10-17,26,marathi,Punjab,Bathinda,Rampura Phul,LOC000059,,COMPLAINANT,,,,7,0.0,,,0,0,,NIC-XHXPAD3UH,SOCIAL_MEDIA_INTEL,B,5,1
P001482,Sujoy Sardar,Sujoy,Sardar,,M,1975-01-11,51,bengali,West Bengal,Siliguri,Matigara,LOC000052,,ASSOCIATE_CIVILIAN,,,,7,0.0,,,0,0,,NIC-9KQUMEB6F,BANK_STATEMENT,B,6,1
P001483,Udaiveer Sengar,Udaiveer,Sengar,,M,1979-04-24,47,hindi_belt,Andhra Pradesh,Vijayawada,Gunadala,LOC000089,,VICTIM,,,,0,0.0,,,0,0,,NIC-ER0A10YHB,INTELLIGENCE_REPORT,D,3,1
P001484,Sukhdev Dhillon,Sukhdev,Dhillon,,M,1993-08-20,32,punjabi,Jharkhand,Jamtara,Karmatanr,LOC000042,,ASSOCIATE_CIVILIAN,,,,11,0.0,,,0,0,,NIC-CYVA1ER2F,CRIMINAL_HISTORY_DB,C,1,1
P001485,Farida Sheikh,Farida,Sheikh,,F,1960-05-25,66,muslim,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,VICTIM,,,,0,0.0,,,0,0,,NIC-L4K9806OI,CDR,E,1,1
P001486,Netrapal Bhardwaj,Netrapal,Bhardwaj,,M,1983-01-15,43,hindi_belt,Gujarat,Surat,Varachha,LOC000072,,COMPLAINANT,,,,9,0.0,,,0,0,,NIC-ZY26QKCDE,SOCIAL_MEDIA_INTEL,A,4,1
P001487,Amol Mhatre,Amol,Mhatre,,M,1994-07-03,31,marathi,West Bengal,Kolkata,Rajabazar,LOC000048,,ASSOCIATE_CIVILIAN,,,,11,0.0,,,0,0,,NIC-WXK7UR3U4,CHARGESHEET,B,4,1
P001488,Manpreet Bains,Manpreet,Bains,,M,1981-06-16,45,punjabi,Haryana,Nuh,Punhana,LOC000060,,WITNESS,,,,7,0.0,,,0,0,,NIC-48NY21B4T,CHARGESHEET,C,1,1
P001489,Narsimha Prasad,Narsimha,Prasad,,M,1977-04-19,49,telugu,Maharashtra,Aurangabad,Cidco,LOC000013,,WITNESS,,,,0,0.0,,,0,0,,NIC-PV1BI7W90,INFORMANT_TIP,C,2,1
P001490,Renuka Kulkarni,Renuka,Kulkarni,,F,1985-01-16,41,kannada,Chhattisgarh,Bijapur,Bhairamgarh,LOC000123,,PUBLIC_SERVANT,,,,5,0.0,,,0,0,,NIC-FKFDF6SIY,BANK_STATEMENT,C,2,1
P001491,Shabana Siddiqui,Shabana,Siddiqui,,F,1997-05-02,29,muslim,Rajasthan,Jaipur,Chomu,LOC000067,,PUBLIC_SERVANT,,,,8,0.0,,,0,0,,NIC-WOUZXPVKR,SEIZURE_MEMO,B,4,1
P001492,Basanti Dash,Basanti,Dash,,F,1983-06-15,43,odia,Tamil Nadu,Trichy,Srirangam,LOC000098,,PUBLIC_SERVANT,,,,3,0.0,,,0,0,,NIC-5Q9WJVEKK,CRIMINAL_HISTORY_DB,E,3,1
P001493,Nitin Jadhav,Nitin,Jadhav,,M,1980-03-06,46,marathi,Chhattisgarh,Bijapur,Bhairamgarh,LOC000123,,WITNESS,,,,7,0.0,,,0,0,,NIC-LR1UKNZ5Q,SEIZURE_MEMO,D,5,1
P001494,Poonam Sengar,Poonam,Sengar,,F,1977-01-15,49,hindi_belt,Odisha,Malkangiri,Chitrakonda,LOC000111,,ASSOCIATE_CIVILIAN,,,,0,0.0,,,0,0,,NIC-D9QFVFISJ,INTELLIGENCE_REPORT,C,2,1
P001495,Satish Verma,Satish,Verma,,M,2003-10-16,22,hindi_belt,Uttarakhand,Dehradun,Clement Town,LOC000124,,VICTIM,,,,6,0.0,,,0,0,,NIC-PVKS0ETI1,CHARGESHEET,A,2,1
P001496,Poonam Pandey,Poonam,Pandey,,F,1964-02-17,62,hindi_belt,Rajasthan,Bharatpur,Kaman,LOC000068,,COMPLAINANT,,,,9,0.0,,,0,0,,NIC-575M2J7LY,CRIMINAL_HISTORY_DB,F,4,1
P001497,Deepak Singh,Deepak,Singh,,M,1990-02-26,36,hindi_belt,Uttarakhand,Dehradun,Clement Town,LOC000124,,COMPLAINANT,,,,12,0.0,,,0,0,,NIC-YDPMOD6XS,SOCIAL_MEDIA_INTEL,A,3,1
P001498,Selvam Chettiar,Selvam,Chettiar,,M,2000-10-07,25,tamil,Chhattisgarh,Raipur,Birgaon,LOC000122,,ASSOCIATE_CIVILIAN,,,,1,0.0,,,0,0,,NIC-O498DKECP,INTELLIGENCE_REPORT,B,6,1
P001499,Palash Adhikari,Palash,Adhikari,,M,1981-08-13,44,bengali,Haryana,Hisar,Barwala,LOC000063,,COMPLAINANT,,,,4,0.0,,,0,0,,NIC-WWTVDNQ6H,INFORMANT_TIP,B,4,1
P001500,Salim Qureshi,Salim,Qureshi,,M,1984-10-07,41,muslim,Delhi,New Delhi,Jamia Nagar,LOC000017,,COMPLAINANT,,,,9,0.0,,,0,0,,NIC-UXNPD8IMP,SURVEILLANCE_REPORT,C,4,1
P001501,P. Majumdar,P.,Majumdar,,M,1993-07-14,32,bengali,Telangana,Hyderabad,Charminar,LOC000083,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,51,0.251,AT_LARGE,2017,0,0,P000997,NIC-5MPVHFW7N,FIR,B,1,1
P001502,M. Sisodia,M.,Sisodia,Master,M,1976-12-01,50,rajasthani,Haryana,Hisar,Barwala,LOC000063,,CRIMINAL,CORRUPT_OFFICIAL,ORG000002,SYN-HER,56,0.689,IN_JUDICIAL_CUSTODY,2002,0,0,P000161,NIC-GY0DKKP9H,INFORMANT_TIP,B,3,1
P001503,Netrapal,Netrapal,,,M,1989-03-09,38,hindi_belt,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,MULE,ORG000005,SYN-MIN,39,0.073,IN_JUDICIAL_CUSTODY,2022,0,0,P000399,NIC-VIX6AO52Q,CHARGESHEET,C,4,1
P001504,Shukla Balbir,Shukla,Balbir,Seth,M,1963-02-16,63,hindi_belt,Uttar Pradesh,Lucknow,Aminabad,LOC000023,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,50,0.292,IN_JUDICIAL_CUSTODY,2022,0,0,P000766,NIC-L0BPXJXKO,CHARGESHEET,A,2,1
P001505,R. Awasthi,R.,Awasthi,Kallu,M,1980-02-23,46,hindi_belt,Manipur,Churachandpur,Tuibong,LOC000117,,CRIMINAL,MULE,,UNAFFILIATED,27,0.066,AT_LARGE,2022,0,0,P000936,NIC-M2KL92XQ2,INFORMANT_TIP,F,4,1
P001506,N. Khan,N.,Khan,Nadeem Bandook,M,1993-02-18,33,muslim,Punjab,Jalandhar,Nakodar,LOC000058,,CRIMINAL,FIELD_OPERATIVE,ORG000002,SYN-HER,35,0.233,IN_JUDICIAL_CUSTODY,2015,0,0,P000143,NIC-2IPPAO26M,FIR,B,3,1
P001507,Balbir,Balbir,,,M,1983-08-06,41,hindi_belt,Bihar,Begusarai,Barauni,LOC000040,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,46,0.233,AT_LARGE,2013,0,0,P000767,NIC-INKEY6GMX,CRIMINAL_HISTORY_DB,B,2,1
P001508,Pandurang Deshmuk,Pandurang,Deshmuk,Pandurang Chikna,M,2003-04-02,23,marathi,Karnataka,Bengaluru,Yeshwanthpur,LOC000100,,CRIMINAL,FIELD_OPERATIVE,ORG000001,SYN-EXT,42,0.219,IN_JUDICIAL_CUSTODY,2022,0,0,P000050,NIC-TR1F9GNT3,CHARGESHEET,F,2,1
P001509,Khan Altaf,Khan,Altaf,Bandook Altaf,M,1992-10-19,33,muslim,Delhi,New Delhi,Paharganj,LOC000022,,CRIMINAL,LIEUTENANT,ORG000012,SYN-BET,82,0.704,IN_JUDICIAL_CUSTODY,2020,0,0,P000725,NIC-4KS69MJW1,FIR,C,5,1
P001510,Solanki Mitesh,Solanki,Mitesh,,M,1990-05-15,36,gujarati,Odisha,Cuttack,Jagatpur,LOC000110,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,55,0.261,AT_LARGE,2014,0,0,P000940,NIC-5D44PLNEB,CHARGESHEET,D,2,1
P001511,Nepal,Nepal,,,M,1980-07-21,45,bengali,Bihar,Muzaffarpur,Mithanpura,LOC000037,,CRIMINAL,LIEUTENANT,ORG000009,SYN-FIC,75,0.801,AT_LARGE,1998,0,0,P000580,NIC-V08UWRLQO,INFORMANT_TIP,B,5,1
P001512,Goud Rambabu,Goud,Rambabu,,M,1988-05-06,39,telugu,Manipur,Churachandpur,Tuibong,LOC000117,,CRIMINAL,FIELD_OPERATIVE,ORG000015,SYN-WLD,43,0.228,AT_LARGE,2013,0,0,P000864,NIC-ERPMR8XZD,FIR,C,3,1
P001513,Yadav Rambabu,Yadav,Rambabu,,M,1990-01-25,36,telugu,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,COURIER,,UNAFFILIATED,40,0.169,IN_JUDICIAL_CUSTODY,2023,0,0,P000942,NIC-ESHJDNOSP,FIR,B,3,1
P001514,Pathan Shakeel,Pathan,Shakeel,,M,1981-06-25,45,muslim,Bihar,Begusarai,Barauni,LOC000040,,CRIMINAL,TECH_HANDLER,ORG000013,SYN-KDN,52,0.427,ABSCONDING,2017,0,0,P000799,NIC-ZG5PTY54Z,INFORMANT_TIP,A,2,1
P001515,M. Annadurai,M.,Annadurai,,M,1961-03-09,65,tamil,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,39,0.258,ABSCONDING,2000,0,0,P000374,NIC-O3VQOCP16,INFORMANT_TIP,C,1,1
P001516,Subramanian Rajendran,Subramanian,Rajendran,,M,1999-01-06,27,tamil,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,TECH_HANDLER,ORG000005,SYN-MIN,56,0.413,AT_LARGE,2025,0,0,P000401,NIC-S7F82Q4UE,CHARGESHEET,C,2,1
P001517,Rafiq Shaikh,Rafiq,Shaikh,,M,1964-08-13,61,muslim,Jharkhand,Dhanbad,Jharia,LOC000044,,CRIMINAL,LOGISTICS,ORG000007,SYN-ARM,62,0.433,AT_LARGE,1996,0,0,P000514,NIC-5B1N7BT7G,FIR,A,3,1
P001518,Amutha,Amutha,,Amutha Chhota,F,1968-03-01,58,tamil,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,RECRUITER,ORG000010,SYN-GAN,51,0.54,AT_LARGE,2017,0,0,P000627,NIC-62QGWDSUR,FIR,B,3,1
P001519,Menon Manoj,Menon,Manoj,,M,1999-08-01,27,malayali,West Bengal,Siliguri,Matigara,LOC000052,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,46,0.231,AT_LARGE,2020,0,0,P000291,NIC-LZCW7KQXZ,FIR,B,5,1
P001520,Sasmita,Sasmita,,Tempo Sasmita,F,1968-01-07,58,odia,Tamil Nadu,Trichy,Srirangam,LOC000098,,CRIMINAL,MULE,ORG000010,SYN-GAN,29,0.081,IN_JUDICIAL_CUSTODY,2003,0,0,P000639,NIC-7XM6U3DDE,FIR,E,4,1
P001521,Har Prasad,Har Prasad,,,M,1986-06-14,40,hindi_belt,Madhya Pradesh,Indore,Rau,LOC000078,,CRIMINAL,FIELD_OPERATIVE,ORG000007,SYN-ARM,50,0.217,AT_LARGE,2013,0,0,P000496,NIC-GN7A2CPAX,CHARGESHEET,B,1,1
P001522,P. Rai,P.,Rai,,M,1967-08-13,57,kannada,Haryana,Sonipat,Gohana,LOC000062,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,58,0.26,UNDER_SURVEILLANCE,2009,0,0,P000972,NIC-IAWJV1NVH,CHARGESHEET,B,2,1
P001523,Bhagaban,Bhagaban,,,M,1998-12-24,26,odia,Maharashtra,Pune,Yerwada,LOC000009,,CRIMINAL,FIELD_OPERATIVE,ORG000010,SYN-GAN,66,0.261,ON_BAIL,2023,0,0,P000657,NIC-4M6UW76WX,FIR,A,4,1
P001524,Saini Netrapal,Saini,Netrapal,,M,2002-09-10,23,hindi_belt,Gujarat,Vadodara,Karelibaug,LOC000076,,CRIMINAL,RECRUITER,ORG000012,SYN-BET,51,0.528,IN_JUDICIAL_CUSTODY,2019,0,0,P000728,NIC-W545OJY4S,CRIMINAL_HISTORY_DB,A,4,1
P001525,D. Vaghela,D.,Vaghela,Kaana,M,1961-03-24,65,gujarati,Karnataka,Bengaluru,KG Halli,LOC000099,,CRIMINAL,MULE,ORG000012,SYN-BET,26,0.087,ON_BAIL,1996,0,0,P000714,NIC-KPSZROQL8,FIR,C,2,1
P001526,A. Saifi,A.,Saifi,,M,1960-10-20,65,muslim,Andhra Pradesh,Vijayawada,Gunadala,LOC000089,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,38,0.28,DECLARED_PO,2015,0,0,P000970,NIC-8EMOR06EP,CRIMINAL_HISTORY_DB,A,2,1
P001527,Sahoo Sabita,Sahoo,Sabita,,F,1971-01-01,55,odia,Andhra Pradesh,Vijayawada,Gunadala,LOC000089,,CRIMINAL,RECRUITER,ORG000010,SYN-GAN,50,0.479,AT_LARGE,2005,0,0,P000663,NIC-LIYK0S6O1,FIR,A,1,1
P001528,N. Parmar,N.,Parmar,,M,1984-03-11,42,gujarati,Maharashtra,Aurangabad,Cidco,LOC000013,,CRIMINAL,MULE,ORG000004,SYN-HAW,40,0.093,AT_LARGE,2023,0,0,P000324,NIC-UVQV65P3Y,FIR,A,2,1
P001529,Ansari Aslam,Ansari,Aslam,Aslam Kallu,M,1989-03-18,36,muslim,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,CRIMINAL,MULE,,UNAFFILIATED,18,0.073,AT_LARGE,2019,0,0,P000969,NIC-0CAE1VDXE,INFORMANT_TIP,D,1,1
P001530,Jitendra,Jitendra,,,M,1962-11-21,64,hindi_belt,Maharashtra,Mumbai,Malad,LOC000006,,CRIMINAL,COURIER,ORG000014,SYN-SHK,39,0.193,ABSCONDING,1997,0,0,P000825,NIC-NJET8XON3,FIR,B,2,1
P001531,Sengar Rekha,Sengar,Rekha,Tempo,F,1993-02-13,33,hindi_belt,Jammu and Kashmir,Baramulla,Uri,LOC000121,,CRIMINAL,COURIER,,UNAFFILIATED,54,0.193,AT_LARGE,2016,0,0,P000954,NIC-DLQL5N3VD,FIR,C,2,1
P001532,Tanveer,Tanveer,,Kabootar,M,1983-04-13,42,muslim,Bihar,Muzaffarpur,Mithanpura,LOC000037,,CRIMINAL,MULE,ORG000007,SYN-ARM,32,0.078,ABSCONDING,2002,0,0,P000486,NIC-DGNGPTX5Y,CHARGESHEET,D,3,1
P001533,S. Mudaliar,S.,Mudaliar,,M,1977-08-06,48,tamil,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,MULE,ORG000005,SYN-MIN,20,0.076,IN_JUDICIAL_CUSTODY,2001,0,0,P000373,NIC-ZVITB671A,FIR,B,1,1
P001534,Kurup Anoop,Kurup,Anoop,Baba Anoop,M,1961-03-12,65,malayali,Gujarat,Vadodara,Karelibaug,LOC000076,,CRIMINAL,HAWALA_OPERATOR,ORG000004,SYN-HAW,84,0.934,IN_JUDICIAL_CUSTODY,2019,0,1,P000312,NIC-K4NLWQS4J,FIR,E,3,1
P001535,Sarfaraz Kureshi,Sarfaraz,Kureshi,,M,1973-12-19,52,muslim,Maharashtra,Mumbai,Bhendi Bazaar,LOC000004,,CRIMINAL,FIXER,ORG000001,SYN-EXT,70,0.692,UNDER_SURVEILLANCE,2022,0,0,P000069,NIC-GJOI4R56T,CHARGESHEET,A,2,1
P001536,Gill Nirmal,Gill,Nirmal,,M,1967-01-08,59,punjabi,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,LIEUTENANT,ORG000008,SYN-VEH,74,0.885,DECLARED_PO,2004,0,0,P000561,NIC-6UYO5OZSQ,CRIMINAL_HISTORY_DB,A,3,1
P001537,Shabana,Shabana,,,F,1972-04-25,53,muslim,Bihar,Munger,Kasim Bazaar,LOC000036,,CRIMINAL,FIELD_OPERATIVE,ORG000009,SYN-FIC,57,0.233,AT_LARGE,2013,0,0,P000587,NIC-8SAC5LDJ6,FIR,C,4,1
P001538,Dinesh,Dinesh,,,M,1999-12-07,27,hindi_belt,Assam,Karimganj,Sutarkandi,LOC000115,,CRIMINAL,MULE,ORG000011,SYN-PON,37,0.087,ABSCONDING,2016,0,0,P000687,NIC-PZKIIQ4KG,CRIMINAL_HISTORY_DB,B,2,1
P001539,H. Idrisi,H.,Idrisi,,M,1976-06-13,51,muslim,Uttar Pradesh,Ghaziabad,Loni,LOC000026,,CRIMINAL,FIELD_OPERATIVE,ORG000003,SYN-CYB,49,0.258,DECLARED_PO,2018,0,0,P000210,NIC-OT5D224E6,CHARGESHEET,B,4,1
P001540,Om Prakash Rathod,Om Prakash,Rathod,Om Tinku,M,1992-04-21,34,hindi_belt,Delhi,New Delhi,Chandni Chowk,LOC000015,,CRIMINAL,MULE,ORG000008,SYN-VEH,31,0.089,ABSCONDING,2009,0,0,P000546,NIC-7CJOW62A5,INFORMANT_TIP,B,4,1
P001541,Tandel Swapnil,Tandel,Swapnil,,M,1968-07-21,56,marathi,Karnataka,Ballari,Sandur,LOC000103,,CRIMINAL,FIELD_OPERATIVE,ORG000001,SYN-EXT,41,0.26,IN_JUDICIAL_CUSTODY,2016,0,0,P000017,NIC-WRD1B91HE,CHARGESHEET,B,5,1
P001542,Idrisi Shakeel,Idrisi,Shakeel,,M,1975-08-04,50,muslim,Bihar,Patna,Kadamkuan,LOC000035,,CRIMINAL,FIELD_OPERATIVE,ORG000013,SYN-KDN,41,0.265,AT_LARGE,2017,0,0,P000775,NIC-IJRUB8J0C,FIR,C,4,1
P001543,Ganesh,Ganesh,,,M,1991-04-17,35,marathi,Odisha,Malkangiri,Chitrakonda,LOC000111,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,47,0.231,DECLARED_PO,2018,0,0,P000968,NIC-H9O6ELSOD,CRIMINAL_HISTORY_DB,C,5,1
P001544,R. Jadhav,R.,Jadhav,,M,1995-11-12,30,marathi,Delhi,New Delhi,Seelampur,LOC000016,,CRIMINAL,SHOOTER,ORG000001,SYN-EXT,79,0.401,DECLARED_PO,2016,0,0,P000030,NIC-PSX1XSGXU,CRIMINAL_HISTORY_DB,C,3,1
P001545,N. Bhoir,N.,Bhoir,,M,1987-09-03,38,marathi,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,MULE,ORG000012,SYN-BET,39,0.09,UNDER_SURVEILLANCE,2020,0,0,P000755,NIC-JIBO6GUW9,CRIMINAL_HISTORY_DB,A,2,1
P001546,J. Parmar,J.,Parmar,Jignesh Tiger,M,1994-05-21,32,gujarati,Madhya Pradesh,Bhopal,Bairagarh,LOC000077,,CRIMINAL,FIELD_OPERATIVE,,UNAFFILIATED,46,0.221,ON_BAIL,2022,0,0,P000922,NIC-A0IIN0UGS,CHARGESHEET,C,2,1
