node_id,node_type,label,attributes
INC000389,Incident,FORGERY 526/2023,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2023-03-13T15:33"", ""city"": ""North 24 Parganas"", ""state"": ""West Bengal""}"
INC000390,Incident,CHEATING_FRAUD 277/2022,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2022-02-13T05:30"", ""city"": ""Mangaluru"", ""state"": ""Karnataka""}"
INC000391,Incident,CHEATING_FRAUD 512/2025,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2025-06-27T00:14"", ""city"": ""Ganjam"", ""state"": ""Odisha""}"
INC000392,Incident,CHIT_FUND_PONZI 879/2025,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2025-01-17T11:13"", ""city"": ""Deoghar"", ""state"": ""Jharkhand""}"
INC000393,Incident,ARMS_ACT 145/2022,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2022-12-04T04:38"", ""city"": ""Gorakhpur"", ""state"": ""Uttar Pradesh""}"
INC000394,Incident,MONEY_LAUNDERING 270/2025,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2025-11-12T16:19"", ""city"": ""Hisar"", ""state"": ""Haryana""}"
INC000395,Incident,FORGERY 204/2022,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2022-02-05T19:34"", ""city"": ""Porbandar"", ""state"": ""Gujarat""}"
INC000396,Incident,CHIT_FUND_PONZI 807/2024,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2024-11-15T19:57"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka""}"
INC000397,Incident,RIOTING 075/2022,"{""crime"": ""RIOTING"", ""severity"": 4, ""date"": ""2022-12-28T13:17"", ""city"": ""Bikaner"", ""state"": ""Rajasthan""}"
INC000398,Incident,FICN_COUNTERFEIT 252/2024,"{""crime"": ""FICN_COUNTERFEIT"", ""severity"": 8, ""date"": ""2024-11-17T10:41"", ""city"": ""Siliguri"", ""state"": ""West Bengal""}"
INC000399,Incident,ATTEMPT_TO_MURDER 155/2025,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2025-05-11T16:00"", ""city"": ""Chennai"", ""state"": ""Tamil Nadu""}"
INC000400,Incident,ARMS_ACT 724/2023,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2023-12-23T11:04"", ""city"": ""Gwalior"", ""state"": ""Madhya Pradesh""}"
INC000401,Incident,CHIT_FUND_PONZI 491/2020,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2020-12-11T14:14"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000402,Incident,DACOITY 530/2026,"{""crime"": ""DACOITY"", ""severity"": 8, ""date"": ""2026-04-27T14:59"", ""city"": ""North Goa"", ""state"": ""Goa""}"
INC000403,Incident,CRIMINAL_CONSPIRACY 277/2025,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2025-02-04T05:17"", ""city"": ""Kutch"", ""state"": ""Gujarat""}"
INC000404,Incident,NDPS_POSSESSION 246/2024,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2024-06-08T07:28"", ""city"": ""Dehradun"", ""state"": ""Uttarakhand""}"
INC000405,Incident,MURDER 509/2026,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2026-03-01T20:49"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka""}"
INC000406,Incident,ILLEGAL_MINING 608/2023,"{""crime"": ""ILLEGAL_MINING"", ""severity"": 4, ""date"": ""2023-06-24T13:07"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka""}"
INC000407,Incident,FICN_COUNTERFEIT 636/2026,"{""crime"": ""FICN_COUNTERFEIT"", ""severity"": 8, ""date"": ""2026-06-25T13:00"", ""city"": ""Hisar"", ""state"": ""Haryana""}"
INC000408,Incident,NDPS_POSSESSION 180/2026,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2026-03-28T14:19"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka""}"
INC000409,Incident,EXTORTION 791/2026,"{""crime"": ""EXTORTION"", ""severity"": 6, ""date"": ""2026-05-31T15:26"", ""city"": ""Hyderabad"", ""state"": ""Telangana""}"
INC000410,Incident,FORGERY 024/2020,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2020-03-27T10:11"", ""city"": ""Chennai"", ""state"": ""Tamil Nadu""}"
INC000411,Incident,CHIT_FUND_PONZI 074/2026,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2026-02-12T08:19"", ""city"": ""Ahmedabad"", ""state"": ""Gujarat""}"
INC000412,Incident,SMUGGLING_CUSTOMS 604/2026,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2026-04-25T02:25"", ""city"": ""Bhind"", ""state"": ""Madhya Pradesh""}"
INC000413,Incident,ARMS_ACT 873/2024,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2024-08-10T11:42"", ""city"": ""Ludhiana"", ""state"": ""Punjab""}"
INC000414,Incident,EXTORTION 541/2021,"{""crime"": ""EXTORTION"", ""severity"": 6, ""date"": ""2021-08-20T11:33"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000415,Incident,MONEY_LAUNDERING 484/2025,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2025-08-20T00:20"", ""city"": ""Kolkata"", ""state"": ""West Bengal""}"
INC000416,Incident,CYBER_FRAUD 559/2026,"{""crime"": ""CYBER_FRAUD"", ""severity"": 5, ""date"": ""2026-01-05T21:55"", ""city"": ""Indore"", ""state"": ""Madhya Pradesh""}"
INC000417,Incident,ATTEMPT_TO_MURDER 483/2022,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2022-02-10T18:57"", ""city"": ""Bengaluru"", ""state"": ""Karnataka""}"
INC000418,Incident,ILLEGAL_MINING 179/2023,"{""crime"": ""ILLEGAL_MINING"", ""severity"": 4, ""date"": ""2023-03-24T22:25"", ""city"": ""Khargone"", ""state"": ""Madhya Pradesh""}"
INC000419,Incident,ORGANISED_CRIME 292/2024,"{""crime"": ""ORGANISED_CRIME"", ""severity"": 10, ""date"": ""2024-08-12T07:20"", ""city"": ""Pune"", ""state"": ""Maharashtra""}"
INC000420,Incident,CRIMINAL_CONSPIRACY 183/2026,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2026-02-20T09:39"", ""city"": ""Jaipur"", ""state"": ""Rajasthan""}"
INC000421,Incident,ROBBERY 294/2020,"{""crime"": ""ROBBERY"", ""severity"": 6, ""date"": ""2020-03-01T16:09"", ""city"": ""Patna"", ""state"": ""Bihar""}"
INC000422,Incident,RIOTING 007/2023,"{""crime"": ""RIOTING"", ""severity"": 4, ""date"": ""2023-03-31T08:15"", ""city"": ""Bhind"", ""state"": ""Madhya Pradesh""}"
INC000423,Incident,FORGERY 169/2025,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2025-03-12T05:27"", ""city"": ""Bengaluru"", ""state"": ""Karnataka""}"
INC000424,Incident,CYBER_FRAUD 623/2026,"{""crime"": ""CYBER_FRAUD"", ""severity"": 5, ""date"": ""2026-03-12T09:32"", ""city"": ""Bengaluru"", ""state"": ""Karnataka""}"
INC000425,Incident,FICN_COUNTERFEIT 117/2023,"{""crime"": ""FICN_COUNTERFEIT"", ""severity"": 8, ""date"": ""2023-12-12T19:41"", ""city"": ""Dhubri"", ""state"": ""Assam""}"
INC000426,Incident,MONEY_LAUNDERING 769/2022,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2022-11-08T19:55"", ""city"": ""Kozhikode"", ""state"": ""Kerala""}"
INC000427,Incident,ILLEGAL_MINING 082/2022,"{""crime"": ""ILLEGAL_MINING"", ""severity"": 4, ""date"": ""2022-07-26T19:31"", ""city"": ""Chennai"", ""state"": ""Tamil Nadu""}"
INC000428,Incident,CHEATING_FRAUD 537/2023,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2023-10-10T04:15"", ""city"": ""Munger"", ""state"": ""Bihar""}"
INC000429,Incident,SMUGGLING_CUSTOMS 357/2024,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2024-12-08T18:54"", ""city"": ""Malda"", ""state"": ""West Bengal""}"
INC000430,Incident,CHIT_FUND_PONZI 619/2026,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2026-03-15T06:16"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000431,Incident,FORGERY 696/2024,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2024-02-03T22:26"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000432,Incident,CHIT_FUND_PONZI 322/2024,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2024-05-06T01:31"", ""city"": ""Munger"", ""state"": ""Bihar""}"
INC000433,Incident,MURDER 879/2026,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2026-04-17T22:35"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000434,Incident,ROBBERY 238/2025,"{""crime"": ""ROBBERY"", ""severity"": 6, ""date"": ""2025-12-12T13:13"", ""city"": ""Jodhpur"", ""state"": ""Rajasthan""}"
INC000435,Incident,ORGANISED_CRIME 805/2023,"{""crime"": ""ORGANISED_CRIME"", ""severity"": 10, ""date"": ""2023-07-24T07:44"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000436,Incident,ATTEMPT_TO_MURDER 019/2024,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2024-11-11T07:43"", ""city"": ""Madurai"", ""state"": ""Tamil Nadu""}"
INC000437,Incident,CHEATING_FRAUD 898/2025,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2025-05-29T06:05"", ""city"": ""Dhubri"", ""state"": ""Assam""}"
INC000438,Incident,NDPS_TRAFFICKING 804/2019,"{""crime"": ""NDPS_TRAFFICKING"", ""severity"": 9, ""date"": ""2019-12-16T20:36"", ""city"": ""Bijapur"", ""state"": ""Chhattisgarh""}"
INC000439,Incident,ATTEMPT_TO_MURDER 662/2024,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2024-06-30T21:49"", ""city"": ""Coimbatore"", ""state"": ""Tamil Nadu""}"
INC000440,Incident,ILLEGAL_MINING 093/2025,"{""crime"": ""ILLEGAL_MINING"", ""severity"": 4, ""date"": ""2025-10-13T11:28"", ""city"": ""Siwan"", ""state"": ""Bihar""}"
INC000441,Incident,FORGERY 388/2025,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2025-02-08T02:31"", ""city"": ""Alwar"", ""state"": ""Rajasthan""}"
INC000442,Incident,MONEY_LAUNDERING 522/2022,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2022-05-26T04:03"", ""city"": ""Bengaluru"", ""state"": ""Karnataka""}"
INC000443,Incident,VEHICLE_THEFT 539/2026,"{""crime"": ""VEHICLE_THEFT"", ""severity"": 3, ""date"": ""2026-05-02T14:33"", ""city"": ""Faridabad"", ""state"": ""Haryana""}"
INC000444,Incident,VEHICLE_THEFT 810/2021,"{""crime"": ""VEHICLE_THEFT"", ""severity"": 3, ""date"": ""2021-09-08T21:22"", ""city"": ""Hisar"", ""state"": ""Haryana""}"
INC000445,Incident,MONEY_LAUNDERING 587/2021,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2021-05-02T03:50"", ""city"": ""Hyderabad"", ""state"": ""Telangana""}"
INC000446,Incident,MURDER 182/2022,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2022-08-29T20:59"", ""city"": ""Jodhpur"", ""state"": ""Rajasthan""}"
INC000447,Incident,ARMS_ACT 500/2025,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2025-05-24T20:27"", ""city"": ""Bareilly"", ""state"": ""Uttar Pradesh""}"
INC000448,Incident,SMUGGLING_CUSTOMS 128/2023,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2023-08-20T09:32"", ""city"": ""Srinagar"", ""state"": ""Jammu and Kashmir""}"
INC000449,Incident,ATTEMPT_TO_MURDER 518/2026,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2026-03-17T18:54"", ""city"": ""Gwalior"", ""state"": ""Madhya Pradesh""}"
INC000450,Incident,ATTEMPT_TO_MURDER 160/2024,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2024-12-27T02:09"", ""city"": ""Munger"", ""state"": ""Bihar""}"
INC000451,Incident,MURDER 259/2025,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2025-05-25T20:28"", ""city"": ""Gaya"", ""state"": ""Bihar""}"
INC000452,Incident,FORGERY 767/2023,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2023-10-27T02:02"", ""city"": ""Imphal"", ""state"": ""Manipur""}"
INC000453,Incident,MURDER 118/2026,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2026-04-07T13:46"", ""city"": ""Lucknow"", ""state"": ""Uttar Pradesh""}"
INC000454,Incident,RIOTING 837/2021,"{""crime"": ""RIOTING"", ""severity"": 4, ""date"": ""2021-08-10T05:23"", ""city"": ""Jaipur"", ""state"": ""Rajasthan""}"
INC000455,Incident,SMUGGLING_CUSTOMS 017/2026,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2026-06-05T16:26"", ""city"": ""Churachandpur"", ""state"": ""Manipur""}"
INC000456,Incident,ARMS_ACT 158/2021,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2021-03-09T18:27"", ""city"": ""Noida"", ""state"": ""Uttar Pradesh""}"
INC000457,Incident,FORGERY 087/2022,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2022-07-29T19:18"", ""city"": ""Siliguri"", ""state"": ""West Bengal""}"
INC000458,Incident,NDPS_POSSESSION 830/2025,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2025-01-20T08:35"", ""city"": ""Bikaner"", ""state"": ""Rajasthan""}"
INC000459,Incident,CRIMINAL_CONSPIRACY 557/2025,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2025-01-21T15:42"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000460,Incident,NDPS_POSSESSION 450/2026,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2026-02-15T02:53"", ""city"": ""Srinagar"", ""state"": ""Jammu and Kashmir""}"
INC000461,Incident,VEHICLE_THEFT 337/2024,"{""crime"": ""VEHICLE_THEFT"", ""severity"": 3, ""date"": ""2024-10-31T09:26"", ""city"": ""Begusarai"", ""state"": ""Bihar""}"
INC000462,Incident,KIDNAP_FOR_RANSOM 801/2025,"{""crime"": ""KIDNAP_FOR_RANSOM"", ""severity"": 9, ""date"": ""2025-12-14T02:36"", ""city"": ""Thane"", ""state"": ""Maharashtra""}"
INC000463,Incident,ATTEMPT_TO_MURDER 767/2024,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2024-03-27T17:30"", ""city"": ""Coimbatore"", ""state"": ""Tamil Nadu""}"
INC000464,Incident,EXTORTION 212/2024,"{""crime"": ""EXTORTION"", ""severity"": 6, ""date"": ""2024-12-31T16:16"", ""city"": ""Deoghar"", ""state"": ""Jharkhand""}"
INC000465,Incident,EXTORTION 437/2026,"{""crime"": ""EXTORTION"", ""severity"": 6, ""date"": ""2026-01-12T05:07"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000466,Incident,FORGERY 457/2021,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2021-08-31T10:11"", ""city"": ""Siliguri"", ""state"": ""West Bengal""}"
INC000467,Incident,DACOITY 784/2023,"{""crime"": ""DACOITY"", ""severity"": 8, ""date"": ""2023-01-02T11:49"", ""city"": ""Warangal"", ""state"": ""Telangana""}"
INC000468,Incident,RIOTING 354/2025,"{""crime"": ""RIOTING"", ""severity"": 4, ""date"": ""2025-07-16T08:30"", ""city"": ""Ballari"", ""state"": ""Karnataka""}"
INC000469,Incident,CHIT_FUND_PONZI 307/2025,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2025-06-30T04:29"", ""city"": ""Kurnool"", ""state"": ""Andhra Pradesh""}"
INC000470,Incident,ARMS_ACT 024/2024,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2024-10-11T20:16"", ""city"": ""Mumbai"", ""state"": ""Maharashtra""}"
INC000471,Incident,ORGANISED_CRIME 643/2026,"{""crime"": ""ORGANISED_CRIME"", ""severity"": 10, ""date"": ""2026-04-22T13:47"", ""city"": ""Bhubaneswar"", ""state"": ""Odisha""}"
INC000472,Incident,HUMAN_TRAFFICKING 249/2024,"{""crime"": ""HUMAN_TRAFFICKING"", ""severity"": 9, ""date"": ""2024-09-04T04:40"", ""city"": ""Ballari"", ""state"": ""Karnataka""}"
INC000473,Incident,LAND_GRABBING 330/2023,"{""crime"": ""LAND_GRABBING"", ""severity"": 4, ""date"": ""2023-02-17T21:45"", ""city"": ""Kutch"", ""state"": ""Gujarat""}"
INC000474,Incident,MURDER 031/2024,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2024-12-19T07:53"", ""city"": ""Khargone"", ""state"": ""Madhya Pradesh""}"
INC000475,Incident,MONEY_LAUNDERING 218/2026,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2026-06-16T15:38"", ""city"": ""Kolkata"", ""state"": ""West Bengal""}"
INC000476,Incident,FORGERY 840/2026,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2026-05-11T02:47"", ""city"": ""Kolkata"", ""state"": ""West Bengal""}"
INC000477,Incident,MURDER 351/2022,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2022-04-05T02:29"", ""city"": ""Khargone"", ""state"": ""Madhya Pradesh""}"
INC000478,Incident,NDPS_POSSESSION 325/2024,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2024-11-09T04:27"", ""city"": ""Bikaner"", ""state"": ""Rajasthan""}"
INC000479,Incident,CRIMINAL_CONSPIRACY 585/2026,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2026-03-02T18:41"", ""city"": ""Bengaluru"", ""state"": ""Karnataka""}"
INC000480,Incident,MURDER 832/2023,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2023-06-27T18:35"", ""city"": ""Bhopal"", ""state"": ""Madhya Pradesh""}"
INC000481,Incident,FORGERY 816/2021,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2021-07-22T06:42"", ""city"": ""Meerut"", ""state"": ""Uttar Pradesh""}"
INC000482,Incident,MONEY_LAUNDERING 352/2022,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2022-09-04T06:08"", ""city"": ""Vadodara"", ""state"": ""Gujarat""}"
INC000483,Incident,ARMS_ACT 054/2023,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2023-08-18T21:19"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000484,Incident,ATTEMPT_TO_MURDER 293/2026,"{""crime"": ""ATTEMPT_TO_MURDER"", ""severity"": 8, ""date"": ""2026-06-16T02:00"", ""city"": ""Nagpur"", ""state"": ""Maharashtra""}"
INC000485,Incident,NDPS_POSSESSION 336/2026,"{""crime"": ""NDPS_POSSESSION"", ""severity"": 5, ""date"": ""2026-01-03T08:23"", ""city"": ""Amritsar"", ""state"": ""Punjab""}"
INC000486,Incident,SMUGGLING_CUSTOMS 063/2024,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2024-03-17T02:01"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000487,Incident,FORGERY 085/2023,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2023-07-18T18:39"", ""city"": ""Sonipat"", ""state"": ""Haryana""}"
INC000488,Incident,ARMS_ACT 892/2022,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2022-08-10T18:23"", ""city"": ""Jamtara"", ""state"": ""Jharkhand""}"
INC000489,Incident,CHIT_FUND_PONZI 898/2025,"{""crime"": ""CHIT_FUND_PONZI"", ""severity"": 6, ""date"": ""2025-05-02T08:03"", ""city"": ""Dhanbad"", ""state"": ""Jharkhand""}"
INC000490,Incident,MONEY_LAUNDERING 288/2022,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2022-06-16T12:55"", ""city"": ""Alwar"", ""state"": ""Rajasthan""}"
INC000491,Incident,MURDER 033/2025,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2025-02-20T19:47"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000492,Incident,BETTING_GAMBLING 567/2025,"{""crime"": ""BETTING_GAMBLING"", ""severity"": 2, ""date"": ""2025-01-26T21:37"", ""city"": ""Baramulla"", ""state"": ""Jammu and Kashmir""}"
INC000493,Incident,CHEATING_FRAUD 771/2025,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2025-03-12T05:51"", ""city"": ""Deoghar"", ""state"": ""Jharkhand""}"
INC000494,Incident,CRIMINAL_CONSPIRACY 357/2024,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2024-08-22T11:44"", ""city"": ""Alwar"", ""state"": ""Rajasthan""}"
INC000495,Incident,CHEATING_FRAUD 287/2021,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2021-05-08T00:02"", ""city"": ""Ballari"", ""state"": ""Karnataka""}"
INC000496,Incident,CRIMINAL_CONSPIRACY 744/2024,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2024-01-17T12:43"", ""city"": ""Munger"", ""state"": ""Bihar""}"
INC000497,Incident,MONEY_LAUNDERING 848/2021,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2021-10-20T03:17"", ""city"": ""Sonipat"", ""state"": ""Haryana""}"
INC000498,Incident,ILLEGAL_MINING 218/2026,"{""crime"": ""ILLEGAL_MINING"", ""severity"": 4, ""date"": ""2026-01-06T12:49"", ""city"": ""Madurai"", ""state"": ""Tamil Nadu""}"
INC000499,Incident,MONEY_LAUNDERING 269/2025,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2025-08-04T22:11"", ""city"": ""Ludhiana"", ""state"": ""Punjab""}"
INC000500,Incident,KIDNAP_FOR_RANSOM 714/2026,"{""crime"": ""KIDNAP_FOR_RANSOM"", ""severity"": 9, ""date"": ""2026-05-31T19:17"", ""city"": ""Muzaffarpur"", ""state"": ""Bihar""}"
INC000501,Incident,ORGANISED_CRIME 276/2026,"{""crime"": ""ORGANISED_CRIME"", ""severity"": 10, ""date"": ""2026-01-27T07:19"", ""city"": ""Patna"", ""state"": ""Bihar""}"
INC000502,Incident,CHEATING_FRAUD 531/2026,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2026-06-16T22:48"", ""city"": ""North 24 Parganas"", ""state"": ""West Bengal""}"
INC000503,Incident,CHEATING_FRAUD 187/2025,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2025-10-15T03:26"", ""city"": ""Karimganj"", ""state"": ""Assam""}"
INC000504,Incident,ARMS_ACT 732/2025,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2025-03-16T05:57"", ""city"": ""Meerut"", ""state"": ""Uttar Pradesh""}"
INC000505,Incident,CHEATING_FRAUD 192/2026,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2026-04-28T01:10"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000506,Incident,MONEY_LAUNDERING 711/2021,"{""crime"": ""MONEY_LAUNDERING"", ""severity"": 7, ""date"": ""2021-07-06T03:40"", ""city"": ""Srinagar"", ""state"": ""Jammu and Kashmir""}"
INC000507,Incident,ARMS_ACT 824/2023,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2023-10-06T09:38"", ""city"": ""Bijapur"", ""state"": ""Chhattisgarh""}"
INC000508,Incident,FORGERY 792/2023,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2023-03-31T15:07"", ""city"": ""Nadia"", ""state"": ""West Bengal""}"
INC000509,Incident,CRIMINAL_CONSPIRACY 411/2025,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2025-09-10T03:17"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000510,Incident,FICN_COUNTERFEIT 458/2023,"{""crime"": ""FICN_COUNTERFEIT"", ""severity"": 8, ""date"": ""2023-12-31T08:17"", ""city"": ""New Delhi"", ""state"": ""Delhi""}"
INC000511,Incident,MURDER 432/2026,"{""crime"": ""MURDER"", ""severity"": 10, ""date"": ""2026-03-22T04:58"", ""city"": ""Kutch"", ""state"": ""Gujarat""}"
INC000512,Incident,ORGANISED_CRIME 212/2025,"{""crime"": ""ORGANISED_CRIME"", ""severity"": 10, ""date"": ""2025-08-07T14:17"", ""city"": ""Dhanbad"", ""state"": ""Jharkhand""}"
INC000513,Incident,SMUGGLING_CUSTOMS 696/2026,"{""crime"": ""SMUGGLING_CUSTOMS"", ""severity"": 5, ""date"": ""2026-03-29T18:50"", ""city"": ""Mumbai"", ""state"": ""Maharashtra""}"
INC000514,Incident,CRIMINAL_CONSPIRACY 559/2023,"{""crime"": ""CRIMINAL_CONSPIRACY"", ""severity"": 5, ""date"": ""2023-04-23T19:49"", ""city"": ""Srinagar"", ""state"": ""Jammu and Kashmir""}"
INC000515,Incident,ARMS_ACT 280/2025,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2025-07-13T19:00"", ""city"": ""Bijapur"", ""state"": ""Chhattisgarh""}"
INC000516,Incident,CHEATING_FRAUD 006/2021,"{""crime"": ""CHEATING_FRAUD"", ""severity"": 5, ""date"": ""2021-12-01T04:53"", ""city"": ""Dhanbad"", ""state"": ""Jharkhand""}"
INC000517,Incident,FORGERY 774/2026,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2026-03-10T14:56"", ""city"": ""Munger"", ""state"": ""Bihar""}"
INC000518,Incident,FORGERY 430/2023,"{""crime"": ""FORGERY"", ""severity"": 4, ""date"": ""2023-08-06T01:30"", ""city"": ""Siliguri"", ""state"": ""West Bengal""}"
INC000519,Incident,EXTORTION 501/2021,"{""crime"": ""EXTORTION"", ""severity"": 6, ""date"": ""2021-03-05T16:11"", ""city"": ""Ranchi"", ""state"": ""Jharkhand""}"
INC000520,Incident,NDPS_TRAFFICKING 625/2024,"{""crime"": ""NDPS_TRAFFICKING"", ""severity"": 9, ""date"": ""2024-10-30T08:15"", ""city"": ""Baramulla"", ""state"": ""Jammu and Kashmir""}"
INC000521,Incident,ARMS_ACT 851/2026,"{""crime"": ""ARMS_ACT"", ""severity"": 6, ""date"": ""2026-02-17T01:14"", ""city"": ""Pune"", ""state"": ""Maharashtra""}"
