person_id,name,syndicate_id,syndicate_code,role
P001680,Jignesh Patel,ORG000001,SYN-EXT,RECRUITER
P001681,Manoj Menon,ORG000014,SYN-SHK,SHOOTER
P001682,Pramod Shukla,ORG000005,SYN-MIN,MULE
P001683,Mallikarjun Desai,ORG000007,SYN-ARM,COURIER
P001684,Bhagaban Patra,ORG000007,SYN-ARM,FENCE
P001685,Prakash Srivastava,ORG000002,SYN-HER,LOGISTICS
P001686,Prakash Awasthi,ORG000014,SYN-SHK,LOGISTICS
P001687,Imran Hussain,,UNAFFILIATED,FIELD_OPERATIVE
P001688,Aslam Khan,ORG000003,SYN-CYB,FIELD_OPERATIVE
P001689,Nagaraju Nallamothu,,UNAFFILIATED,FIELD_OPERATIVE
P001690,Ranveer Kumawat,ORG000011,SYN-PON,FIELD_OPERATIVE
P001691,Nathu Ranawat,,UNAFFILIATED,MULE
P001692,Firoz Chaudhary,ORG000014,SYN-SHK,SHOOTER
P001693,Ganesh Dalvi,ORG000010,SYN-GAN,LOGISTICS
P001694,Netrapal Nishad,ORG000011,SYN-PON,LIEUTENANT
